file,sweep,rpm,temperature_c,kappa,viscosity_40c_cst,viscosity_100c_cst
scope_20260424_115654,sweep_4506,2976.9,68.0,0.6432,22.0,4.1
scope_20260424_115654,sweep_4507,2962.5,68.0,0.6416,22.0,4.1
scope_20260424_115654,sweep_4508,2962.8,68.0,0.6417,22.0,4.1
scope_20260424_115654,sweep_4509,2976.9,68.0,0.6432,22.0,4.1
scope_20260424_115654,sweep_451,2962.7,40.0,1.6404,22.0,4.1
scope_20260424_115654,sweep_4510,2976.9,68.0,0.6432,22.0,4.1
scope_20260424_115654,sweep_4511,2962.8,68.0,0.6417,22.0,4.1
scope_20260424_115654,sweep_4512,2976.8,68.0,0.6432,22.0,4.1
scope_20260424_115654,sweep_4513,2976.8,68.0,0.6432,22.0,4.1
scope_20260424_115654,sweep_4514,2976.6,68.0,0.6432,22.0,4.1
scope_20260424_115654,sweep_4515,2976.5,69.0,0.6257,22.0,4.1
scope_20260424_115654,sweep_4516,2962.7,69.0,0.6242,22.0,4.1
scope_20260424_115654,sweep_4517,2976.5,69.0,0.6257,22.0,4.1
scope_20260424_115654,sweep_4518,2962.5,69.0,0.6242,22.0,4.1
scope_20260424_115654,sweep_4519,2815.4,69.0,0.6085,22.0,4.1
scope_20260424_115654,sweep_452,2976.6,40.0,1.6442,22.0,4.1
scope_20260424_115654,sweep_4520,2840.9,69.0,0.6112,22.0,4.1
scope_20260424_115654,sweep_4521,2827.9,70.0,0.5934,22.0,4.1
scope_20260424_115654,sweep_4522,2840.5,70.0,0.5948,22.0,4.1
scope_20260424_115654,sweep_4523,2840.9,70.0,0.5948,22.0,4.1
scope_20260424_115654,sweep_4524,2840.9,70.0,0.5948,22.0,4.1
scope_20260424_115654,sweep_4525,2840.8,70.0,0.5948,22.0,4.1
scope_20260424_115654,sweep_4526,2827.9,71.0,0.5777,22.0,4.1
scope_20260424_115654,sweep_4527,2840.8,71.0,0.579,22.0,4.1
scope_20260424_115654,sweep_4528,2840.8,71.0,0.579,22.0,4.1
scope_20260424_115654,sweep_4529,2840.9,71.0,0.579,22.0,4.1
scope_20260424_115654,sweep_453,2962.8,40.0,1.6404,22.0,4.1
scope_20260424_115654,sweep_4530,2647.5,71.0,0.5589,22.0,4.1
scope_20260424_115654,sweep_4531,2647.5,71.0,0.5589,22.0,4.1
scope_20260424_115654,sweep_4532,2647.5,71.0,0.5589,22.0,4.1
scope_20260424_115654,sweep_4533,2647.4,72.0,0.5443,22.0,4.1
scope_20260424_115654,sweep_4534,2647.4,72.0,0.5443,22.0,4.1
scope_20260424_115654,sweep_4535,2647.6,72.0,0.5443,22.0,4.1
scope_20260424_115654,sweep_4536,2647.7,72.0,0.5443,22.0,4.1
scope_20260424_115654,sweep_4537,2647.6,72.0,0.5443,22.0,4.1
scope_20260424_115654,sweep_4538,2647.4,72.0,0.5443,22.0,4.1
scope_20260424_115654,sweep_4539,2647.5,71.0,0.5589,22.0,4.1
scope_20260424_115654,sweep_454,2963.0,40.0,1.6405,22.0,4.1
scope_20260424_115654,sweep_4540,2439.8,71.0,0.5366,22.0,4.1
scope_20260424_115654,sweep_4541,2459.1,71.0,0.5387,22.0,4.1
scope_20260424_115654,sweep_4542,2459.0,71.0,0.5387,22.0,4.1
scope_20260424_115654,sweep_4543,2459.3,71.0,0.5387,22.0,4.1
scope_20260424_115654,sweep_4544,2459.3,71.0,0.5387,22.0,4.1
scope_20260424_115654,sweep_4545,2459.3,70.0,0.5534,22.0,4.1
scope_20260424_115654,sweep_4546,2459.1,70.0,0.5534,22.0,4.1
scope_20260424_115654,sweep_4547,2459.2,70.0,0.5534,22.0,4.1
scope_20260424_115654,sweep_4548,2459.0,70.0,0.5534,22.0,4.1
scope_20260424_115654,sweep_4549,2459.1,69.0,0.5687,22.0,4.1
scope_20260424_115654,sweep_455,2976.8,40.0,1.6443,22.0,4.1
scope_20260424_115654,sweep_4550,2459.1,69.0,0.5687,22.0,4.1
scope_20260424_115654,sweep_4551,2270.7,69.0,0.5465,22.0,4.1
scope_20260424_115654,sweep_4552,2270.7,69.0,0.5465,22.0,4.1
scope_20260424_115654,sweep_4553,2270.8,69.0,0.5465,22.0,4.1
scope_20260424_115654,sweep_4554,2270.8,68.0,0.5618,22.0,4.1
scope_20260424_115654,sweep_4555,2270.7,68.0,0.5617,22.0,4.1
scope_20260424_115654,sweep_4556,2270.8,68.0,0.5618,22.0,4.1
scope_20260424_115654,sweep_4557,2270.8,68.0,0.5618,22.0,4.1
scope_20260424_115654,sweep_4558,2270.7,68.0,0.5617,22.0,4.1
scope_20260424_115654,sweep_4559,2270.8,68.0,0.5618,22.0,4.1
scope_20260424_115654,sweep_456,2962.7,41.0,1.5759,22.0,4.1
scope_20260424_115654,sweep_4560,2270.9,68.0,0.5618,22.0,4.1
scope_20260424_115654,sweep_4561,2060.1,68.0,0.5351,22.0,4.1
scope_20260424_115654,sweep_4562,2081.0,68.0,0.5378,22.0,4.1
scope_20260424_115654,sweep_4563,2080.9,68.0,0.5378,22.0,4.1
scope_20260424_115654,sweep_4564,2080.9,68.0,0.5378,22.0,4.1
scope_20260424_115654,sweep_4565,2087.8,68.0,0.5387,22.0,4.1
scope_20260424_115654,sweep_4566,2080.9,68.0,0.5378,22.0,4.1
scope_20260424_115654,sweep_4567,2080.9,69.0,0.5231,22.0,4.1
scope_20260424_115654,sweep_4568,2087.8,69.0,0.524,22.0,4.1
scope_20260424_115654,sweep_4569,2080.9,69.0,0.5231,22.0,4.1
scope_20260424_115654,sweep_457,2976.6,41.0,1.5796,22.0,4.1
scope_20260424_115654,sweep_4570,2080.8,69.0,0.5231,22.0,4.1
scope_20260424_115654,sweep_4571,2087.9,69.0,0.524,22.0,4.1
scope_20260424_115654,sweep_4572,1896.9,70.0,0.486,22.0,4.1
scope_20260424_115654,sweep_4573,1896.9,70.0,0.486,22.0,4.1
scope_20260424_115654,sweep_4574,1897.0,70.0,0.4861,22.0,4.1
scope_20260424_115654,sweep_4575,1896.7,70.0,0.486,22.0,4.1
scope_20260424_115654,sweep_4576,1891.1,71.0,0.4724,22.0,4.1
scope_20260424_115654,sweep_4577,1897.0,71.0,0.4731,22.0,4.1
scope_20260424_115654,sweep_4578,1896.9,71.0,0.4731,22.0,4.1
scope_20260424_115654,sweep_4579,1896.8,71.0,0.4731,22.0,4.1
scope_20260424_115654,sweep_458,2962.7,41.0,1.5759,22.0,4.1
scope_20260424_115654,sweep_4580,1896.9,71.0,0.4731,22.0,4.1
scope_20260424_115654,sweep_4581,1897.0,72.0,0.4607,22.0,4.1
scope_20260424_115654,sweep_4582,1896.9,72.0,0.4607,22.0,4.1
scope_20260424_115654,sweep_4583,1714.0,72.0,0.4379,22.0,4.1
scope_20260424_115654,sweep_4584,1709.3,72.0,0.4373,22.0,4.1
scope_20260424_115654,sweep_4585,1709.3,72.0,0.4373,22.0,4.1
scope_20260424_115654,sweep_4586,1709.5,72.0,0.4374,22.0,4.1
scope_20260424_115654,sweep_4587,1709.3,72.0,0.4373,22.0,4.1
scope_20260424_115654,sweep_4588,1709.3,72.0,0.4373,22.0,4.1
scope_20260424_115654,sweep_4589,1709.3,72.0,0.4373,22.0,4.1
scope_20260424_115654,sweep_459,2976.3,41.0,1.5795,22.0,4.1
scope_20260424_115654,sweep_4590,1709.3,72.0,0.4373,22.0,4.1
scope_20260424_115654,sweep_4591,1709.3,72.0,0.4373,22.0,4.1
scope_20260424_115654,sweep_4592,1709.3,72.0,0.4373,22.0,4.1
scope_20260424_115654,sweep_4593,1499.2,72.0,0.4096,22.0,4.1
scope_20260424_115654,sweep_4594,1521.1,72.0,0.4126,22.0,4.1
scope_20260424_115654,sweep_4595,1521.1,72.0,0.4126,22.0,4.1
scope_20260424_115654,sweep_4596,1521.2,72.0,0.4126,22.0,4.1
scope_20260424_115654,sweep_4597,1521.2,71.0,0.4237,22.0,4.1
scope_20260424_115654,sweep_4598,1521.2,71.0,0.4237,22.0,4.1
scope_20260424_115654,sweep_4599,1521.3,71.0,0.4237,22.0,4.1
scope_20260424_115654,sweep_460,2962.5,42.0,1.5148,22.0,4.1
scope_20260424_115654,sweep_4600,1521.1,71.0,0.4237,22.0,4.1
scope_20260424_115654,sweep_4601,1521.3,71.0,0.4237,22.0,4.1
scope_20260424_115654,sweep_4602,1521.1,70.0,0.4352,22.0,4.1
scope_20260424_115654,sweep_4603,1521.2,70.0,0.4352,22.0,4.1
scope_20260424_115654,sweep_4604,1309.9,70.0,0.4039,22.0,4.1
scope_20260424_115654,sweep_4605,1332.3,70.0,0.4073,22.0,4.1
scope_20260424_115654,sweep_4606,1332.3,69.0,0.4186,22.0,4.1
scope_20260424_115654,sweep_4607,1332.3,69.0,0.4186,22.0,4.1
scope_20260424_115654,sweep_4608,1332.2,69.0,0.4186,22.0,4.1
scope_20260424_115654,sweep_4609,1332.2,69.0,0.4186,22.0,4.1
scope_20260424_115654,sweep_461,2962.7,42.0,1.5148,22.0,4.1
scope_20260424_115654,sweep_4610,1332.4,69.0,0.4186,22.0,4.1
scope_20260424_115654,sweep_4611,1332.3,68.0,0.4303,22.0,4.1
scope_20260424_115654,sweep_4612,1332.3,68.0,0.4303,22.0,4.1
scope_20260424_115654,sweep_4613,1332.3,68.0,0.4303,22.0,4.1
scope_20260424_115654,sweep_4614,1332.3,68.0,0.4303,22.0,4.1
scope_20260424_115654,sweep_4615,1147.8,68.0,0.3994,22.0,4.1
scope_20260424_115654,sweep_4616,1143.7,68.0,0.3987,22.0,4.1
scope_20260424_115654,sweep_4617,1143.6,68.0,0.3987,22.0,4.1
scope_20260424_115654,sweep_4618,1143.6,68.0,0.3987,22.0,4.1
scope_20260424_115654,sweep_4619,1143.7,68.0,0.3987,22.0,4.1
scope_20260424_115654,sweep_462,2976.9,42.0,1.5184,22.0,4.1
scope_20260424_115654,sweep_4620,1143.7,68.0,0.3987,22.0,4.1
scope_20260424_115654,sweep_4621,1143.7,69.0,0.3878,22.0,4.1
scope_20260424_115654,sweep_4622,1143.7,69.0,0.3878,22.0,4.1
scope_20260424_115654,sweep_4623,1143.9,69.0,0.3879,22.0,4.1
scope_20260424_115654,sweep_4624,1143.6,69.0,0.3878,22.0,4.1
scope_20260424_115654,sweep_4625,932.8,69.0,0.3345,22.0,4.1
scope_20260424_115654,sweep_4626,955.8,70.0,0.3321,22.0,4.1
scope_20260424_115654,sweep_4627,957.1,70.0,0.3325,22.0,4.1
scope_20260424_115654,sweep_4628,957.1,70.0,0.3325,22.0,4.1
scope_20260424_115654,sweep_4629,955.7,71.0,0.3233,22.0,4.1
scope_20260424_115654,sweep_463,2962.5,43.0,1.4569,22.0,4.1
scope_20260424_115654,sweep_4630,957.2,71.0,0.3237,22.0,4.1
scope_20260424_115654,sweep_4631,957.2,71.0,0.3237,22.0,4.1
scope_20260424_115654,sweep_4632,955.8,71.0,0.3233,22.0,4.1
scope_20260424_115654,sweep_4633,957.1,72.0,0.3152,22.0,4.1
scope_20260424_115654,sweep_4634,957.2,72.0,0.3152,22.0,4.1
scope_20260424_115654,sweep_4635,957.1,72.0,0.3152,22.0,4.1
scope_20260424_115654,sweep_4636,770.0,72.0,0.2631,22.0,4.1
scope_20260424_115654,sweep_4637,771.9,73.0,0.2568,22.0,4.1
scope_20260424_115654,sweep_4638,773.7,73.0,0.2573,22.0,4.1
scope_20260424_115654,sweep_4639,772.9,73.0,0.2571,22.0,4.1
scope_20260424_115654,sweep_464,2976.8,43.0,1.4604,22.0,4.1
scope_20260424_115654,sweep_4640,775.8,73.0,0.2579,22.0,4.1
scope_20260424_115654,sweep_4641,777.7,73.0,0.2584,22.0,4.1
scope_20260424_115654,sweep_4642,777.8,73.0,0.2585,22.0,4.1
scope_20260424_115654,sweep_4643,779.6,73.0,0.259,22.0,4.1
scope_20260424_115654,sweep_4644,780.6,73.0,0.2592,22.0,4.1
scope_20260424_115654,sweep_4645,781.6,73.0,0.2595,22.0,4.1
scope_20260424_115654,sweep_4646,569.2,73.0,0.1995,22.0,4.1
scope_20260424_115654,sweep_4647,598.8,73.0,0.208,22.0,4.1
scope_20260424_115654,sweep_4648,605.8,73.0,0.21,22.0,4.1
scope_20260424_115654,sweep_4649,611.2,73.0,0.2116,22.0,4.1
scope_20260424_115654,sweep_465,2962.8,43.0,1.4569,22.0,4.1
scope_20260424_115654,sweep_4650,616.6,73.0,0.2132,22.0,4.1
scope_20260424_115654,sweep_4651,620.9,73.0,0.2144,22.0,4.1
scope_20260424_115654,sweep_4652,625.9,73.0,0.2158,22.0,4.1
scope_20260424_115654,sweep_4653,629.7,73.0,0.2169,22.0,4.1
scope_20260424_115654,sweep_4654,634.9,72.0,0.2242,22.0,4.1
scope_20260424_115654,sweep_4655,639.4,72.0,0.2255,22.0,4.1
scope_20260424_115654,sweep_4656,642.0,72.0,0.2263,22.0,4.1
scope_20260424_115654,sweep_4657,428.2,72.0,0.1617,22.0,4.1
scope_20260424_115654,sweep_4658,461.2,72.0,0.172,22.0,4.1
scope_20260424_115654,sweep_4659,469.9,72.0,0.1746,22.0,4.1
scope_20260424_115654,sweep_466,2962.8,43.0,1.4569,22.0,4.1
scope_20260424_115654,sweep_4660,479.0,71.0,0.1822,22.0,4.1
scope_20260424_115654,sweep_4661,485.7,71.0,0.1843,22.0,4.1
scope_20260424_115654,sweep_4662,493.0,71.0,0.1866,22.0,4.1
scope_20260424_115654,sweep_4663,499.3,71.0,0.1886,22.0,4.1
scope_20260424_115654,sweep_4664,503.4,71.0,0.1899,22.0,4.1
scope_20260424_115654,sweep_4665,510.0,70.0,0.1972,22.0,4.1
scope_20260424_115654,sweep_4666,515.5,70.0,0.199,22.0,4.1
scope_20260424_115654,sweep_4667,365.8,70.0,0.1497,22.0,4.1
scope_20260424_115654,sweep_4668,366.8,70.0,0.15,22.0,4.1
scope_20260424_115654,sweep_4669,366.6,70.0,0.1499,22.0,4.1
scope_20260424_115654,sweep_467,2963.0,43.0,1.457,22.0,4.1
scope_20260424_115654,sweep_4670,366.6,69.0,0.1541,22.0,4.1
scope_20260424_115654,sweep_4671,366.6,69.0,0.1541,22.0,4.1
scope_20260424_115654,sweep_4672,366.6,69.0,0.1541,22.0,4.1
scope_20260424_115654,sweep_4673,374.8,69.0,0.1569,22.0,4.1
scope_20260424_115654,sweep_4674,383.1,69.0,0.1598,22.0,4.1
scope_20260424_115654,sweep_4675,390.3,69.0,0.1623,22.0,4.1
scope_20260424_115654,sweep_4676,397.6,68.0,0.1694,22.0,4.1
scope_20260424_115654,sweep_4677,403.2,68.0,0.1714,22.0,4.1
scope_20260424_115654,sweep_4678,366.4,69.0,0.154,22.0,4.1
scope_20260424_115654,sweep_4679,366.6,69.0,0.1541,22.0,4.1
scope_20260424_115654,sweep_468,2962.5,44.0,1.4019,22.0,4.1
scope_20260424_115654,sweep_4680,366.4,69.0,0.154,22.0,4.1
scope_20260424_115654,sweep_4681,366.8,69.0,0.1542,22.0,4.1
scope_20260424_115654,sweep_4682,366.4,69.0,0.154,22.0,4.1
scope_20260424_115654,sweep_4683,366.0,69.0,0.1539,22.0,4.1
scope_20260424_115654,sweep_4684,366.6,69.0,0.1541,22.0,4.1
scope_20260424_115654,sweep_4685,365.3,70.0,0.1495,22.0,4.1
scope_20260424_115654,sweep_4686,366.2,70.0,0.1498,22.0,4.1
scope_20260424_115654,sweep_4687,366.0,70.0,0.1497,22.0,4.1
scope_20260424_115654,sweep_4688,366.0,70.0,0.1497,22.0,4.1
scope_20260424_115654,sweep_4689,366.4,71.0,0.1459,22.0,4.1
scope_20260424_115654,sweep_469,2840.8,44.0,1.3728,22.0,4.1
scope_20260424_115654,sweep_4690,365.6,71.0,0.1456,22.0,4.1
scope_20260424_115654,sweep_4691,366.8,71.0,0.146,22.0,4.1
scope_20260424_115654,sweep_4692,365.8,72.0,0.1419,22.0,4.1
scope_20260424_115654,sweep_4693,366.2,72.0,0.142,22.0,4.1
scope_20260424_115654,sweep_4694,366.2,72.0,0.142,22.0,4.1
scope_20260424_115654,sweep_4695,366.4,73.0,0.1384,22.0,4.1
scope_20260424_115654,sweep_4696,366.0,73.0,0.1382,22.0,4.1
scope_20260424_115654,sweep_4697,366.0,73.0,0.1382,22.0,4.1
scope_20260424_115654,sweep_4698,366.4,73.0,0.1384,22.0,4.1
scope_20260424_115654,sweep_4699,537.4,74.0,0.1853,22.0,4.1
scope_20260424_115654,sweep_470,2840.9,44.0,1.3729,22.0,4.1
scope_20260424_115654,sweep_4700,365.8,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_4701,364.9,74.0,0.1344,22.0,4.1
scope_20260424_115654,sweep_4702,365.7,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_4703,365.8,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_4704,366.0,74.0,0.1347,22.0,4.1
scope_20260424_115654,sweep_4705,366.0,74.0,0.1347,22.0,4.1
scope_20260424_115654,sweep_4706,366.2,74.0,0.1348,22.0,4.1
scope_20260424_115654,sweep_4707,365.8,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_4708,366.2,74.0,0.1348,22.0,4.1
scope_20260424_115654,sweep_4709,366.2,74.0,0.1348,22.0,4.1
scope_20260424_115654,sweep_471,2841.0,44.0,1.3729,22.0,4.1
scope_20260424_115654,sweep_4710,366.0,74.0,0.1347,22.0,4.1
scope_20260424_115654,sweep_4711,366.4,74.0,0.1348,22.0,4.1
scope_20260424_115654,sweep_4712,366.2,73.0,0.1383,22.0,4.1
scope_20260424_115654,sweep_4713,366.0,73.0,0.1382,22.0,4.1
scope_20260424_115654,sweep_4714,366.4,73.0,0.1384,22.0,4.1
scope_20260424_115654,sweep_4715,366.4,73.0,0.1384,22.0,4.1
scope_20260424_115654,sweep_4716,366.2,73.0,0.1383,22.0,4.1
scope_20260424_115654,sweep_4717,366.4,73.0,0.1384,22.0,4.1
scope_20260424_115654,sweep_4718,365.8,72.0,0.1419,22.0,4.1
scope_20260424_115654,sweep_4719,171.5,72.0,0.0757,22.0,4.1
scope_20260424_115654,sweep_472,2840.8,44.0,1.3728,22.0,4.1
scope_20260424_115654,sweep_4720,171.5,72.0,0.0757,22.0,4.1
scope_20260424_115654,sweep_4721,171.5,72.0,0.0757,22.0,4.1
scope_20260424_115654,sweep_4722,171.5,72.0,0.0757,22.0,4.1
scope_20260424_115654,sweep_4723,171.5,72.0,0.0757,22.0,4.1
scope_20260424_115654,sweep_4724,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4725,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4726,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4727,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4728,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4729,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_473,2840.6,44.0,1.3728,22.0,4.1
scope_20260424_115654,sweep_4730,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4731,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4732,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4733,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4734,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4735,171.5,71.0,0.0777,22.0,4.1
scope_20260424_115654,sweep_4736,171.5,72.0,0.0757,22.0,4.1
scope_20260424_115654,sweep_4737,171.5,72.0,0.0757,22.0,4.1
scope_20260424_115654,sweep_4738,171.5,72.0,0.0757,22.0,4.1
scope_20260424_115654,sweep_4739,171.5,72.0,0.0757,22.0,4.1
scope_20260424_115654,sweep_474,2840.9,44.0,1.3729,22.0,4.1
scope_20260424_115654,sweep_4740,171.5,73.0,0.0737,22.0,4.1
scope_20260424_115654,sweep_4741,171.5,73.0,0.0737,22.0,4.1
scope_20260424_115654,sweep_4742,171.5,73.0,0.0737,22.0,4.1
scope_20260424_115654,sweep_4743,171.5,73.0,0.0737,22.0,4.1
scope_20260424_115654,sweep_4744,171.5,74.0,0.0718,22.0,4.1
scope_20260424_115654,sweep_4745,171.5,74.0,0.0718,22.0,4.1
scope_20260424_115654,sweep_4746,171.5,74.0,0.0718,22.0,4.1
scope_20260424_115654,sweep_4747,171.5,75.0,0.07,22.0,4.1
scope_20260424_115654,sweep_4748,171.5,75.0,0.07,22.0,4.1
scope_20260424_115654,sweep_4749,171.5,75.0,0.07,22.0,4.1
scope_20260424_115654,sweep_475,2840.9,44.0,1.3729,22.0,4.1
scope_20260424_115654,sweep_4750,171.5,76.0,0.0682,22.0,4.1
scope_20260424_115654,sweep_4751,171.5,76.0,0.0682,22.0,4.1
scope_20260424_115654,sweep_4752,171.5,76.0,0.0682,22.0,4.1
scope_20260424_115654,sweep_4753,171.5,77.0,0.0666,22.0,4.1
scope_20260424_115654,sweep_4754,171.5,77.0,0.0666,22.0,4.1
scope_20260424_115654,sweep_4755,171.5,77.0,0.0666,22.0,4.1
scope_20260424_115654,sweep_4756,171.5,78.0,0.0649,22.0,4.1
scope_20260424_115654,sweep_4757,171.5,78.0,0.0649,22.0,4.1
scope_20260424_115654,sweep_4758,171.5,78.0,0.0649,22.0,4.1
scope_20260424_115654,sweep_4759,171.5,78.0,0.0649,22.0,4.1
scope_20260424_115654,sweep_476,2840.9,44.0,1.3729,22.0,4.1
scope_20260424_115654,sweep_4760,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4761,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4762,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4763,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4764,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4765,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4766,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4767,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4768,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4769,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_477,2827.9,44.0,1.3697,22.0,4.1
scope_20260424_115654,sweep_4770,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4771,171.5,79.0,0.0634,22.0,4.1
scope_20260424_115654,sweep_4772,364.5,79.0,0.1184,22.0,4.1
scope_20260424_115654,sweep_4773,365.1,79.0,0.1186,22.0,4.1
scope_20260424_115654,sweep_4774,366.0,79.0,0.1188,22.0,4.1
scope_20260424_115654,sweep_4775,366.0,78.0,0.1218,22.0,4.1
scope_20260424_115654,sweep_4776,365.8,78.0,0.1217,22.0,4.1
scope_20260424_115654,sweep_4777,365.5,78.0,0.1217,22.0,4.1
scope_20260424_115654,sweep_4778,365.8,78.0,0.1217,22.0,4.1
scope_20260424_115654,sweep_4779,365.8,77.0,0.1248,22.0,4.1
scope_20260424_115654,sweep_478,2840.8,44.0,1.3728,22.0,4.1
scope_20260424_115654,sweep_4780,366.0,77.0,0.1248,22.0,4.1
scope_20260424_115654,sweep_4781,365.3,77.0,0.1246,22.0,4.1
scope_20260424_115654,sweep_4782,365.8,77.0,0.1248,22.0,4.1
scope_20260424_115654,sweep_4783,366.0,76.0,0.128,22.0,4.1
scope_20260424_115654,sweep_4784,366.0,76.0,0.128,22.0,4.1
scope_20260424_115654,sweep_4785,365.6,76.0,0.1279,22.0,4.1
scope_20260424_115654,sweep_4786,366.4,76.0,0.1281,22.0,4.1
scope_20260424_115654,sweep_4787,365.1,75.0,0.131,22.0,4.1
scope_20260424_115654,sweep_4788,366.2,75.0,0.1314,22.0,4.1
scope_20260424_115654,sweep_4789,366.0,75.0,0.1313,22.0,4.1
scope_20260424_115654,sweep_479,2840.9,44.0,1.3729,22.0,4.1
scope_20260424_115654,sweep_4790,365.8,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_4791,365.8,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_4792,365.8,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_4793,365.3,74.0,0.1345,22.0,4.1
scope_20260424_115654,sweep_4794,365.3,73.0,0.138,22.0,4.1
scope_20260424_115654,sweep_4795,365.6,73.0,0.1381,22.0,4.1
scope_20260424_115654,sweep_4796,365.3,73.0,0.138,22.0,4.1
scope_20260424_115654,sweep_4797,366.4,73.0,0.1384,22.0,4.1
scope_20260424_115654,sweep_4798,366.0,73.0,0.1382,22.0,4.1
scope_20260424_115654,sweep_4799,365.3,73.0,0.138,22.0,4.1
scope_20260424_115654,sweep_480,2647.6,44.0,1.3253,22.0,4.1
scope_20260424_115654,sweep_4800,366.0,73.0,0.1382,22.0,4.1
scope_20260424_115654,sweep_4801,365.6,73.0,0.1381,22.0,4.1
scope_20260424_115654,sweep_4802,365.6,73.0,0.1381,22.0,4.1
scope_20260424_115654,sweep_4803,365.5,73.0,0.1381,22.0,4.1
scope_20260424_115654,sweep_4804,364.9,73.0,0.1379,22.0,4.1
scope_20260424_115654,sweep_4805,365.8,73.0,0.1382,22.0,4.1
scope_20260424_115654,sweep_4806,365.3,73.0,0.138,22.0,4.1
scope_20260424_115654,sweep_4807,365.8,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_4808,365.9,74.0,0.1347,22.0,4.1
scope_20260424_115654,sweep_4809,365.5,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_481,2647.5,44.0,1.3253,22.0,4.1
scope_20260424_115654,sweep_4810,365.5,74.0,0.1346,22.0,4.1
scope_20260424_115654,sweep_4811,365.1,75.0,0.131,22.0,4.1
scope_20260424_115654,sweep_4812,365.5,75.0,0.1312,22.0,4.1
scope_20260424_115654,sweep_4813,365.3,75.0,0.1311,22.0,4.1
scope_20260424_115654,sweep_4814,365.5,75.0,0.1312,22.0,4.1
scope_20260424_115654,sweep_4815,365.1,76.0,0.1277,22.0,4.1
scope_20260424_115654,sweep_4816,365.5,76.0,0.1279,22.0,4.1
scope_20260424_115654,sweep_4817,365.5,76.0,0.1279,22.0,4.1
scope_20260424_115654,sweep_4818,366.2,77.0,0.1249,22.0,4.1
scope_20260424_115654,sweep_4819,365.8,77.0,0.1248,22.0,4.1
scope_20260424_115654,sweep_482,2647.6,44.0,1.3253,22.0,4.1
scope_20260424_115654,sweep_4820,364.7,77.0,0.1245,22.0,4.1
scope_20260424_115654,sweep_4821,364.0,77.0,0.1243,22.0,4.1
scope_20260424_115654,sweep_4822,364.9,78.0,0.1215,22.0,4.1
scope_20260424_115654,sweep_4823,364.9,78.0,0.1215,22.0,4.1
scope_20260424_115654,sweep_4824,519.3,78.0,0.1628,22.0,4.1
scope_20260424_115654,sweep_4825,508.7,78.0,0.1601,22.0,4.1
scope_20260424_115654,sweep_4826,512.9,78.0,0.1611,22.0,4.1
scope_20260424_115654,sweep_4827,518.5,78.0,0.1626,22.0,4.1
scope_20260424_115654,sweep_4828,523.7,78.0,0.164,22.0,4.1
scope_20260424_115654,sweep_4829,527.7,78.0,0.165,22.0,4.1
scope_20260424_115654,sweep_483,2647.6,44.0,1.3253,22.0,4.1
scope_20260424_115654,sweep_4830,532.7,78.0,0.1663,22.0,4.1
scope_20260424_115654,sweep_4831,537.7,78.0,0.1676,22.0,4.1
scope_20260424_115654,sweep_4832,540.5,78.0,0.1683,22.0,4.1
scope_20260424_115654,sweep_4833,542.9,78.0,0.1689,22.0,4.1
scope_20260424_115654,sweep_4834,547.2,78.0,0.17,22.0,4.1
scope_20260424_115654,sweep_4835,761.5,78.0,0.2237,22.0,4.1
scope_20260424_115654,sweep_4836,738.0,78.0,0.218,22.0,4.1
scope_20260424_115654,sweep_4837,735.4,77.0,0.2228,22.0,4.1
