file,sweep,rpm,temperature_c,kappa,viscosity_40c_cst,viscosity_100c_cst
scope_20260424_115654,sweep_2197,1709.3,57.0,0.6763,22.0,4.1
scope_20260424_115654,sweep_2198,1713.9,57.0,0.6772,22.0,4.1
scope_20260424_115654,sweep_2199,1709.3,57.0,0.6763,22.0,4.1
scope_20260424_115654,sweep_220,2459.1,40.0,1.4945,22.0,4.1
scope_20260424_115654,sweep_2200,1709.5,58.0,0.6552,22.0,4.1
scope_20260424_115654,sweep_2201,1709.3,58.0,0.6552,22.0,4.1
scope_20260424_115654,sweep_2202,1709.4,58.0,0.6552,22.0,4.1
scope_20260424_115654,sweep_2203,1709.3,58.0,0.6552,22.0,4.1
scope_20260424_115654,sweep_2204,1709.4,59.0,0.635,22.0,4.1
scope_20260424_115654,sweep_2205,1709.3,59.0,0.635,22.0,4.1
scope_20260424_115654,sweep_2206,1709.2,59.0,0.635,22.0,4.1
scope_20260424_115654,sweep_2207,1709.2,59.0,0.635,22.0,4.1
scope_20260424_115654,sweep_2208,1896.8,59.0,0.6689,22.0,4.1
scope_20260424_115654,sweep_2209,1896.9,59.0,0.6689,22.0,4.1
scope_20260424_115654,sweep_221,2459.1,40.0,1.4945,22.0,4.1
scope_20260424_115654,sweep_2210,1896.9,59.0,0.6689,22.0,4.1
scope_20260424_115654,sweep_2211,1896.8,59.0,0.6689,22.0,4.1
scope_20260424_115654,sweep_2212,1902.8,59.0,0.67,22.0,4.1
scope_20260424_115654,sweep_2213,1902.6,59.0,0.6699,22.0,4.1
scope_20260424_115654,sweep_2214,1896.8,59.0,0.6689,22.0,4.1
scope_20260424_115654,sweep_2215,1897.0,59.0,0.669,22.0,4.1
scope_20260424_115654,sweep_2216,1896.9,59.0,0.6689,22.0,4.1
scope_20260424_115654,sweep_2217,1896.9,59.0,0.6689,22.0,4.1
scope_20260424_115654,sweep_2218,2080.8,59.0,0.7006,22.0,4.1
scope_20260424_115654,sweep_2219,2080.8,59.0,0.7006,22.0,4.1
scope_20260424_115654,sweep_222,2459.2,40.0,1.4945,22.0,4.1
scope_20260424_115654,sweep_2220,2081.0,59.0,0.7007,22.0,4.1
scope_20260424_115654,sweep_2221,2080.9,59.0,0.7006,22.0,4.1
scope_20260424_115654,sweep_2222,2080.9,58.0,0.7229,22.0,4.1
scope_20260424_115654,sweep_2223,2080.8,58.0,0.7229,22.0,4.1
scope_20260424_115654,sweep_2224,2080.9,58.0,0.7229,22.0,4.1
scope_20260424_115654,sweep_2225,2081.0,58.0,0.723,22.0,4.1
scope_20260424_115654,sweep_2226,2087.8,58.0,0.7241,22.0,4.1
scope_20260424_115654,sweep_2227,2080.9,57.0,0.7462,22.0,4.1
scope_20260424_115654,sweep_2228,2295.7,57.0,0.7838,22.0,4.1
scope_20260424_115654,sweep_2229,2270.8,57.0,0.7795,22.0,4.1
scope_20260424_115654,sweep_223,2449.5,40.0,1.4916,22.0,4.1
scope_20260424_115654,sweep_2230,2270.9,57.0,0.7796,22.0,4.1
scope_20260424_115654,sweep_2231,2270.7,57.0,0.7795,22.0,4.1
scope_20260424_115654,sweep_2232,2270.6,56.0,0.805,22.0,4.1
scope_20260424_115654,sweep_2233,2270.6,56.0,0.805,22.0,4.1
scope_20260424_115654,sweep_2234,2270.8,56.0,0.805,22.0,4.1
scope_20260424_115654,sweep_2235,2270.8,56.0,0.805,22.0,4.1
scope_20260424_115654,sweep_2236,2270.8,56.0,0.805,22.0,4.1
scope_20260424_115654,sweep_2237,2270.7,55.0,0.8317,22.0,4.1
scope_20260424_115654,sweep_2238,2270.5,55.0,0.8316,22.0,4.1
scope_20260424_115654,sweep_2239,2459.0,55.0,0.8655,22.0,4.1
scope_20260424_115654,sweep_224,2459.1,40.0,1.4945,22.0,4.1
scope_20260424_115654,sweep_2240,2459.1,55.0,0.8655,22.0,4.1
scope_20260424_115654,sweep_2241,2459.3,55.0,0.8655,22.0,4.1
scope_20260424_115654,sweep_2242,2459.1,54.0,0.8945,22.0,4.1
scope_20260424_115654,sweep_2243,2459.1,54.0,0.8945,22.0,4.1
scope_20260424_115654,sweep_2244,2459.0,54.0,0.8945,22.0,4.1
scope_20260424_115654,sweep_2245,2459.2,54.0,0.8946,22.0,4.1
scope_20260424_115654,sweep_2246,2459.1,54.0,0.8945,22.0,4.1
scope_20260424_115654,sweep_2247,2459.1,54.0,0.8945,22.0,4.1
scope_20260424_115654,sweep_2248,2459.1,54.0,0.8945,22.0,4.1
scope_20260424_115654,sweep_2249,2459.4,54.0,0.8946,22.0,4.1
scope_20260424_115654,sweep_225,2458.9,40.0,1.4944,22.0,4.1
scope_20260424_115654,sweep_2250,2647.5,54.0,0.9282,22.0,4.1
scope_20260424_115654,sweep_2251,2647.4,54.0,0.9282,22.0,4.1
scope_20260424_115654,sweep_2252,2647.6,54.0,0.9282,22.0,4.1
scope_20260424_115654,sweep_2253,2647.5,54.0,0.9282,22.0,4.1
scope_20260424_115654,sweep_2254,2647.5,55.0,0.898,22.0,4.1
scope_20260424_115654,sweep_2255,2658.5,55.0,0.8999,22.0,4.1
scope_20260424_115654,sweep_2256,2647.4,55.0,0.898,22.0,4.1
scope_20260424_115654,sweep_2257,2647.4,55.0,0.898,22.0,4.1
scope_20260424_115654,sweep_2258,2659.0,56.0,0.8711,22.0,4.1
scope_20260424_115654,sweep_2259,2647.6,56.0,0.8693,22.0,4.1
scope_20260424_115654,sweep_226,2458.9,40.0,1.4944,22.0,4.1
scope_20260424_115654,sweep_2260,2840.5,56.0,0.9004,22.0,4.1
scope_20260424_115654,sweep_2261,2840.8,56.0,0.9004,22.0,4.1
scope_20260424_115654,sweep_2262,2840.9,57.0,0.8719,22.0,4.1
scope_20260424_115654,sweep_2263,2840.9,57.0,0.8719,22.0,4.1
scope_20260424_115654,sweep_2264,2840.8,57.0,0.8719,22.0,4.1
scope_20260424_115654,sweep_2265,2841.0,58.0,0.8447,22.0,4.1
scope_20260424_115654,sweep_2266,2841.0,58.0,0.8447,22.0,4.1
scope_20260424_115654,sweep_2267,2841.2,58.0,0.8447,22.0,4.1
scope_20260424_115654,sweep_2268,2840.8,58.0,0.8447,22.0,4.1
scope_20260424_115654,sweep_2269,2840.9,59.0,0.8186,22.0,4.1
scope_20260424_115654,sweep_227,2670.2,40.0,1.5573,22.0,4.1
scope_20260424_115654,sweep_2270,2841.0,59.0,0.8187,22.0,4.1
scope_20260424_115654,sweep_2271,2977.1,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2272,2963.0,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2273,2963.0,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2274,2962.5,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2275,2962.5,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2276,2962.5,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2277,2977.1,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2278,2962.7,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2279,2976.8,58.0,0.8647,22.0,4.1
scope_20260424_115654,sweep_228,2647.6,40.0,1.5507,22.0,4.1
scope_20260424_115654,sweep_2280,2976.6,58.0,0.8646,22.0,4.1
scope_20260424_115654,sweep_2281,2962.7,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2282,2962.8,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2283,2976.5,58.0,0.8646,22.0,4.1
scope_20260424_115654,sweep_2284,2963.0,57.0,0.8905,22.0,4.1
scope_20260424_115654,sweep_2285,2963.0,57.0,0.8905,22.0,4.1
scope_20260424_115654,sweep_2286,2962.7,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2287,2976.6,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2288,2962.7,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2289,2962.8,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_229,2636.3,41.0,1.4866,22.0,4.1
scope_20260424_115654,sweep_2290,2976.8,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2291,2962.8,56.0,0.9195,22.0,4.1
scope_20260424_115654,sweep_2292,2976.9,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2293,2976.6,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2294,2976.8,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2295,2962.8,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2296,2976.9,55.0,0.9523,22.0,4.1
scope_20260424_115654,sweep_2297,2976.8,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2298,2962.5,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2299,2962.4,54.0,0.9818,22.0,4.1
scope_20260424_115654,sweep_230,2647.7,41.0,1.4898,22.0,4.1
scope_20260424_115654,sweep_2300,2976.9,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2301,2976.8,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2302,2962.8,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2303,2962.8,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2304,2962.7,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2305,2962.7,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2306,2962.7,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2307,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2308,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2309,2962.8,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_231,2647.5,41.0,1.4897,22.0,4.1
scope_20260424_115654,sweep_2310,2962.8,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2311,2976.9,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2312,2976.5,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2313,2976.9,55.0,0.9523,22.0,4.1
scope_20260424_115654,sweep_2314,2976.8,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2315,2962.8,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2316,2963.1,56.0,0.9196,22.0,4.1
scope_20260424_115654,sweep_2317,2976.8,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2318,2962.7,56.0,0.9195,22.0,4.1
scope_20260424_115654,sweep_2319,2962.7,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_232,2647.4,41.0,1.4897,22.0,4.1
scope_20260424_115654,sweep_2320,2962.8,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2321,2976.6,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2322,2962.8,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2323,2976.8,58.0,0.8647,22.0,4.1
scope_20260424_115654,sweep_2324,2976.9,58.0,0.8647,22.0,4.1
scope_20260424_115654,sweep_2325,2976.8,58.0,0.8647,22.0,4.1
scope_20260424_115654,sweep_2326,2962.8,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2327,2976.6,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2328,2962.8,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2329,2962.7,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_233,2647.2,42.0,1.4319,22.0,4.1
scope_20260424_115654,sweep_2330,2976.5,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2331,2962.7,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2332,2962.5,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2333,2977.1,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2334,2976.8,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2335,2962.7,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2336,2962.8,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2337,2976.9,58.0,0.8647,22.0,4.1
scope_20260424_115654,sweep_2338,2976.9,58.0,0.8647,22.0,4.1
scope_20260424_115654,sweep_2339,2962.8,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_234,2647.5,42.0,1.432,22.0,4.1
scope_20260424_115654,sweep_2340,2976.8,58.0,0.8647,22.0,4.1
scope_20260424_115654,sweep_2341,2977.1,58.0,0.8647,22.0,4.1
scope_20260424_115654,sweep_2342,2976.8,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2343,2976.6,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2344,2962.7,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2345,2963.0,57.0,0.8905,22.0,4.1
scope_20260424_115654,sweep_2346,2976.8,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2347,2977.1,57.0,0.8926,22.0,4.1
scope_20260424_115654,sweep_2348,2962.5,56.0,0.9195,22.0,4.1
scope_20260424_115654,sweep_2349,2962.5,56.0,0.9195,22.0,4.1
scope_20260424_115654,sweep_235,2647.5,43.0,1.3772,22.0,4.1
scope_20260424_115654,sweep_2350,2962.8,56.0,0.9195,22.0,4.1
scope_20260424_115654,sweep_2351,2963.0,56.0,0.9196,22.0,4.1
scope_20260424_115654,sweep_2352,2976.9,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2353,2962.8,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2354,2976.9,55.0,0.9523,22.0,4.1
scope_20260424_115654,sweep_2355,2962.5,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2356,2976.9,55.0,0.9523,22.0,4.1
scope_20260424_115654,sweep_2357,2963.0,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2358,2962.7,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2359,2963.0,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_236,2647.4,43.0,1.3772,22.0,4.1
scope_20260424_115654,sweep_2360,2976.9,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2361,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2362,2962.7,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2363,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2364,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2365,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2366,2962.8,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2367,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2368,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2369,2976.8,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_237,2647.4,43.0,1.3772,22.0,4.1
scope_20260424_115654,sweep_2370,2976.6,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2371,2976.8,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2372,2962.8,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2373,2977.1,55.0,0.9523,22.0,4.1
scope_20260424_115654,sweep_2374,2976.5,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2375,2976.6,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2376,2976.6,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2377,2962.7,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2378,2976.9,57.0,0.8926,22.0,4.1
scope_20260424_115654,sweep_2379,2976.8,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_238,2853.8,44.0,1.376,22.0,4.1
scope_20260424_115654,sweep_2380,2976.6,58.0,0.8646,22.0,4.1
scope_20260424_115654,sweep_2381,2963.0,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2382,2976.6,58.0,0.8646,22.0,4.1
scope_20260424_115654,sweep_2383,2976.5,58.0,0.8646,22.0,4.1
scope_20260424_115654,sweep_2384,2976.8,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2385,2962.8,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2386,2976.5,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2387,2962.5,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2388,2963.1,59.0,0.8361,22.0,4.1
scope_20260424_115654,sweep_2389,2963.1,59.0,0.8361,22.0,4.1
scope_20260424_115654,sweep_239,2840.8,44.0,1.3728,22.0,4.1
scope_20260424_115654,sweep_2390,2976.8,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2391,2976.3,59.0,0.8379,22.0,4.1
scope_20260424_115654,sweep_2392,2976.8,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2393,2963.0,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2394,2976.5,58.0,0.8646,22.0,4.1
scope_20260424_115654,sweep_2395,2962.8,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2396,2962.7,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2397,2962.7,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2398,2962.5,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2399,2976.3,58.0,0.8646,22.0,4.1
scope_20260424_115654,sweep_240,2841.0,44.0,1.3729,22.0,4.1
scope_20260424_115654,sweep_2400,2962.7,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2401,2962.8,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2402,2962.5,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2403,2976.6,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2404,2976.6,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2405,2976.8,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2406,2976.9,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2407,2976.9,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2408,2963.0,56.0,0.9196,22.0,4.1
scope_20260424_115654,sweep_2409,2976.8,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_241,2828.3,44.0,1.3698,22.0,4.1
scope_20260424_115654,sweep_2410,2963.0,56.0,0.9196,22.0,4.1
scope_20260424_115654,sweep_2411,2962.8,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2412,2976.8,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2413,2962.7,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2414,2962.5,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2415,2976.6,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2416,2962.8,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2417,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2418,2976.8,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2419,2976.8,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_242,2840.6,45.0,1.3218,22.0,4.1
scope_20260424_115654,sweep_2420,2962.5,54.0,0.9818,22.0,4.1
scope_20260424_115654,sweep_2421,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2422,2976.8,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2423,2976.8,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2424,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2425,2976.3,54.0,0.9841,22.0,4.1
scope_20260424_115654,sweep_2426,2963.1,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2427,2977.1,54.0,0.9843,22.0,4.1
scope_20260424_115654,sweep_2428,2976.6,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2429,2976.9,55.0,0.9523,22.0,4.1
scope_20260424_115654,sweep_243,2841.0,45.0,1.3219,22.0,4.1
scope_20260424_115654,sweep_2430,2962.7,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2431,2976.5,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2432,2976.9,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2433,2962.7,56.0,0.9195,22.0,4.1
scope_20260424_115654,sweep_2434,2976.6,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2435,2976.5,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2436,2962.8,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2437,2962.7,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2438,2976.9,57.0,0.8926,22.0,4.1
scope_20260424_115654,sweep_2439,2962.7,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_244,2841.0,45.0,1.3219,22.0,4.1
scope_20260424_115654,sweep_2440,2962.8,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2441,2976.9,58.0,0.8647,22.0,4.1
scope_20260424_115654,sweep_2442,2962.8,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2443,2963.0,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2444,2976.8,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2445,2977.2,59.0,0.8381,22.0,4.1
scope_20260424_115654,sweep_2446,2976.8,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2447,2977.1,59.0,0.838,22.0,4.1
scope_20260424_115654,sweep_2448,2962.8,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2449,2962.8,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_245,2828.2,45.0,1.3189,22.0,4.1
scope_20260424_115654,sweep_2450,2962.5,59.0,0.836,22.0,4.1
scope_20260424_115654,sweep_2451,2976.6,58.0,0.8646,22.0,4.1
scope_20260424_115654,sweep_2452,2962.7,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2453,2962.5,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2454,2963.0,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2455,2963.0,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2456,2962.8,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2457,2962.7,58.0,0.8626,22.0,4.1
scope_20260424_115654,sweep_2458,2963.1,57.0,0.8905,22.0,4.1
scope_20260424_115654,sweep_2459,2976.6,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_246,2828.4,45.0,1.3189,22.0,4.1
scope_20260424_115654,sweep_2460,2976.8,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2461,2963.0,57.0,0.8905,22.0,4.1
scope_20260424_115654,sweep_2462,2962.8,57.0,0.8904,22.0,4.1
scope_20260424_115654,sweep_2463,2976.8,57.0,0.8925,22.0,4.1
scope_20260424_115654,sweep_2464,2976.5,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2465,2976.6,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2466,2962.8,56.0,0.9195,22.0,4.1
scope_20260424_115654,sweep_2467,2962.4,56.0,0.9195,22.0,4.1
scope_20260424_115654,sweep_2468,2976.8,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2469,2976.8,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_247,2827.8,46.0,1.2704,22.0,4.1
scope_20260424_115654,sweep_2470,2976.8,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2471,2963.0,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2472,2963.0,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2473,2962.5,54.0,0.9818,22.0,4.1
scope_20260424_115654,sweep_2474,2962.8,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2475,2976.9,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2476,2976.8,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2477,2963.1,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2478,2976.6,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2479,2963.0,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_248,2962.7,46.0,1.3004,22.0,4.1
scope_20260424_115654,sweep_2480,2977.1,54.0,0.9843,22.0,4.1
scope_20260424_115654,sweep_2481,2962.7,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2482,2976.5,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2483,2976.5,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2484,2976.8,54.0,0.9842,22.0,4.1
scope_20260424_115654,sweep_2485,2962.7,54.0,0.9819,22.0,4.1
scope_20260424_115654,sweep_2486,2962.8,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2487,2963.0,55.0,0.95,22.0,4.1
scope_20260424_115654,sweep_2488,2976.6,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_2489,2976.5,55.0,0.9522,22.0,4.1
scope_20260424_115654,sweep_249,2976.6,46.0,1.3034,22.0,4.1
scope_20260424_115654,sweep_2490,2962.5,56.0,0.9195,22.0,4.1
scope_20260424_115654,sweep_2491,2976.6,56.0,0.9217,22.0,4.1
scope_20260424_115654,sweep_2492,2841.2,56.0,0.9005,22.0,4.1
scope_20260424_115654,sweep_2493,2840.9,57.0,0.8719,22.0,4.1
scope_20260424_115654,sweep_2494,2840.8,57.0,0.8719,22.0,4.1
scope_20260424_115654,sweep_2495,2840.8,57.0,0.8719,22.0,4.1
scope_20260424_115654,sweep_2496,2840.8,58.0,0.8447,22.0,4.1
scope_20260424_115654,sweep_2497,2840.8,58.0,0.8447,22.0,4.1
scope_20260424_115654,sweep_2498,2840.6,58.0,0.8447,22.0,4.1
scope_20260424_115654,sweep_2499,2840.9,58.0,0.8447,22.0,4.1
scope_20260424_115654,sweep_250,2962.8,46.0,1.3004,22.0,4.1
scope_20260424_115654,sweep_2500,2841.0,59.0,0.8187,22.0,4.1
scope_20260424_115654,sweep_2501,2840.5,59.0,0.8186,22.0,4.1
scope_20260424_115654,sweep_2502,2840.6,59.0,0.8186,22.0,4.1
scope_20260424_115654,sweep_2503,2647.6,59.0,0.7903,22.0,4.1
scope_20260424_115654,sweep_2504,2647.6,59.0,0.7903,22.0,4.1
scope_20260424_115654,sweep_2505,2647.5,59.0,0.7903,22.0,4.1
scope_20260424_115654,sweep_2506,2647.7,59.0,0.7903,22.0,4.1
scope_20260424_115654,sweep_2507,2647.7,59.0,0.7903,22.0,4.1
scope_20260424_115654,sweep_2508,2647.6,59.0,0.7903,22.0,4.1
scope_20260424_115654,sweep_2509,2647.5,59.0,0.7903,22.0,4.1
scope_20260424_115654,sweep_251,2963.0,46.0,1.3004,22.0,4.1
scope_20260424_115654,sweep_2510,2647.5,59.0,0.7903,22.0,4.1
scope_20260424_115654,sweep_2511,2647.5,58.0,0.8154,22.0,4.1
scope_20260424_115654,sweep_2512,2647.6,58.0,0.8155,22.0,4.1
scope_20260424_115654,sweep_2513,2439.9,58.0,0.7828,22.0,4.1
scope_20260424_115654,sweep_2514,2468.7,58.0,0.7874,22.0,4.1
scope_20260424_115654,sweep_2515,2468.7,58.0,0.7874,22.0,4.1
scope_20260424_115654,sweep_2516,2459.1,58.0,0.7859,22.0,4.1
scope_20260424_115654,sweep_2517,2459.1,57.0,0.8112,22.0,4.1
scope_20260424_115654,sweep_2518,2459.1,57.0,0.8112,22.0,4.1
scope_20260424_115654,sweep_2519,2459.2,57.0,0.8112,22.0,4.1
scope_20260424_115654,sweep_252,2962.8,46.0,1.3004,22.0,4.1
scope_20260424_115654,sweep_2520,2459.2,57.0,0.8112,22.0,4.1
scope_20260424_115654,sweep_2521,2459.1,57.0,0.8112,22.0,4.1
scope_20260424_115654,sweep_2522,2459.4,57.0,0.8113,22.0,4.1
scope_20260424_115654,sweep_2523,2459.1,56.0,0.8377,22.0,4.1
