target,n,cmd_hz_mean,meas_mean,meas_std,meas_over_target,meas_over_cmd_hz
100.0,108,1.680672268907563,681.4453703703704,0.642150921099561,6.814453703703704,405.45999537037034
200.0,116,3.3613445378151257,781.6281896551724,0.602867927187408,3.908140948275862,232.5343864224138
300.0,111,5.042016806722689,882.3009909909911,0.6412161101516622,2.9410033033033036,174.98969654654655
400.0,114,6.722689075630252,982.3819298245613,0.7860271755451967,2.4559548245614033,146.12931206140348
500.0,114,8.403361344537815,1082.475789473684,0.959344258654673,2.164951578947368,128.8146189473684
600.0,110,10.084033613445378,1182.755818181818,0.6680567215085033,1.9712596969696967,117.28995196969696
700.0,112,11.764705882352942,1283.0266071428573,0.9209244802517134,1.8328951530612247,109.05726160714286
800.0,111,13.445378151260504,1383.363963963964,1.3111308646141993,1.7292049549549549,102.88769481981981
900.0,109,15.126050420168067,1484.4717431192662,1.0866895396679823,1.6494130479102957,98.1400763506626
1000.0,119,16.80672268907563,1583.6378151260503,1.2787349148596754,1.5836378151260504,94.22644999999999
1100.0,110,18.48739495798319,1685.6222727272727,1.4126139860419922,1.5323838842975206,91.17684111570249
1200.0,109,20.168067226890756,1783.8355963302752,2.1938805595601547,1.4865296636085625,88.44851498470948
1300.0,114,21.84873949579832,1883.4523684210526,2.6694659247200625,1.4488095141700406,86.20416609311741
1400.0,115,23.529411764705884,1984.0893913043478,3.0778792787095157,1.417206708074534,84.32379913043478
1500.0,109,25.21008403361344,2082.2797247706426,2.7593143467695898,1.3881864831804285,82.5970957492355
1600.0,113,26.89075630252101,2183.0737168141595,0.09329479669176244,1.3644210730088497,81.18305384402656
1700.0,110,28.571428571428573,2284.626272727273,3.8497779893312565,1.343897807486631,79.96191954545455
1800.0,116,30.252100840336134,2383.7591379310343,0.09859507850421222,1.324310632183908,78.79648261494252
1900.0,108,31.932773109243698,2484.925277777778,4.710838260689959,1.3078554093567252,77.81739685672515
2000.0,115,33.61344537815126,2582.912260869565,3.480905574065435,1.2914561304347827,76.84163976086957
2100.0,116,35.294117647058826,2682.2444827586205,2.331341224284417,1.277259277504105,75.99692701149424
2200.0,109,36.97478991596638,2782.9602752293576,6.116870335500177,1.2649819432860716,75.26642562552126
2300.0,117,38.65546218487395,2883.2375213675214,5.432166473564795,1.2535815310293572,74.58810109624676
2400.0,111,40.33613445378151,2967.98954954955,6.7728219427339065,1.2366623123123124,73.58140758258259
2500.0,109,42.01680672268908,2967.9641284403674,6.763783349987891,1.187185651376147,70.63754625688074
2600.0,121,43.69747899159664,2967.552975206612,6.66262181184805,1.1413665289256198,67.91130847107438
2700.0,107,45.378151260504204,2967.560093457944,6.640604441590577,1.0990963309103496,65.3962316891658
2800.0,109,47.05882352941177,2967.332935779816,6.582627993544331,1.0597617627785059,63.05582488532109
2900.0,124,48.739495798319325,2968.1190322580646,6.795336806067233,1.023489321468298,60.897614627363744
3000.0,49,50.42016806722689,2967.2716326530613,6.60123358009022,0.989090544217687,58.850887380952386
