sweep,rpm,temp,band,p_total,p_broad,p_line,line_share
sweep_1912,1335.11,51.0,AE_500-1000kHz,5.9935881996382763e-05,5.14969900094376e-05,1.6136685320549813e-05,0.26923246614646784
sweep_1912,1335.11,51.0,AE_1000-2000kHz,1.3522974181666682e-06,1.2569901389872046e-06,2.713980629423658e-07,0.20069406278265664
sweep_828,1335.08,50.0,AE_20-500kHz,0.0005949607400404838,0.0005069511445498757,0.00013694077962676793,0.23016775798929162
sweep_828,1335.08,50.0,AE_500-1000kHz,7.95784260944766e-05,7.140351894839968e-05,1.851714937802021e-05,0.23269057063325677
sweep_828,1335.08,50.0,AE_1000-2000kHz,1.2857891568876932e-06,1.2042198455768245e-06,2.422646899669837e-07,0.18841712007697714
sweep_1510,1335.05,51.0,AE_20-500kHz,0.0013479835311663185,0.000978700298584805,0.0004922968451001933,0.3652098365580493
sweep_1510,1335.05,51.0,AE_500-1000kHz,6.873445820237758e-05,6.193020527186625e-05,1.4639394304838614e-05,0.21298479231094347
sweep_1510,1335.05,51.0,AE_1000-2000kHz,1.305292567999514e-06,1.2182812396141434e-06,2.5304013980621016e-07,0.1938570294581685
sweep_1512,1543.89,50.0,AE_20-500kHz,0.0013275511696523741,0.0009741285223609398,0.0004568513947581823,0.34413091201434526
sweep_1512,1543.89,50.0,AE_500-1000kHz,7.120652333215048e-05,6.120926584360347e-05,1.8401967031843063e-05,0.25843091574637217
sweep_1512,1543.89,50.0,AE_1000-2000kHz,1.217286473145829e-06,1.1415660043159369e-06,2.366102647668533e-07,0.19437516967997046
sweep_1221,1524.93,47.0,AE_20-500kHz,0.002177852883539412,0.0014510906791396004,0.0008548051437006867,0.39249902973770706
sweep_1221,1524.93,47.0,AE_500-1000kHz,7.844526591191068e-05,7.175113426523993e-05,1.633890579547483e-05,0.20828415335888387
sweep_1221,1524.93,47.0,AE_1000-2000kHz,1.3907520717154442e-06,1.2982775359513616e-06,2.7028239101928985e-07,0.1943426125448125
sweep_846,1524.89,50.0,AE_20-500kHz,0.0002895484869330471,0.00021931113350600432,9.541881303139142e-05,0.3295434697037644
sweep_846,1524.89,50.0,AE_500-1000kHz,7.674198033470765e-05,6.772958381840625e-05,1.7738129286627867e-05,0.2311398430072249
sweep_846,1524.89,50.0,AE_1000-2000kHz,1.236083392012153e-06,1.1496047156470868e-06,2.4347389017100396e-07,0.19697205847468433
sweep_1223,1524.89,48.0,AE_20-500kHz,0.0010705891160239466,0.0008127797076877097,0.0003319152304642717,0.31003045472474944
sweep_1223,1524.89,48.0,AE_500-1000kHz,7.53338911167949e-05,6.610905112948194e-05,1.7757384738924855e-05,0.23571575124659971
sweep_1223,1524.89,48.0,AE_1000-2000kHz,1.762930837732103e-06,1.6638210389263344e-06,3.206187988320323e-07,0.18186691841211863
sweep_1897,1524.82,53.0,AE_20-500kHz,0.0009675468351738137,0.0006618509300321528,0.00036667477447653314,0.3789736694355083
sweep_1897,1524.82,53.0,AE_500-1000kHz,6.16709830625342e-05,5.4427303720759134e-05,1.4788865582379926e-05,0.23980265674351353
sweep_1897,1524.82,53.0,AE_1000-2000kHz,1.3775063471914078e-06,1.2861347278709637e-06,2.64716730176012e-07,0.19217096945922746
sweep_1899,1524.78,53.0,AE_20-500kHz,0.0006062869209826294,0.0004716937694213329,0.00018659448621392605,0.30776597639861036
sweep_1899,1524.78,53.0,AE_500-1000kHz,6.674024823856642e-05,5.8709436345418575e-05,1.6537545169917203e-05,0.24778968622955827
sweep_1899,1524.78,53.0,AE_1000-2000kHz,1.363281212475152e-06,1.2725950519125518e-06,2.687671419707398e-07,0.19714724996669644
sweep_1901,1524.78,53.0,AE_20-500kHz,0.001123302679132038,0.000887101054583007,0.00034816726136564037,0.3099496403183734
sweep_1901,1524.78,53.0,AE_500-1000kHz,6.46264992729056e-05,5.584866802806942e-05,1.64057596429846e-05,0.25385499489468166
sweep_1901,1524.78,53.0,AE_1000-2000kHz,1.4181149431741365e-06,1.3282249203045291e-06,2.6858161583559903e-07,0.1893934036365476
sweep_1218,1521.41,46.0,AE_20-500kHz,0.0013825948109633768,0.0009838080406556688,0.0004873127008748353,0.35246241126514943
sweep_1218,1521.41,46.0,AE_500-1000kHz,6.461631093631698e-05,5.725059104013425e-05,1.5261820254326323e-05,0.23619145124777716
sweep_1218,1521.41,46.0,AE_1000-2000kHz,1.3762830902676511e-06,1.2782394996179312e-06,2.7535044969416846e-07,0.20006817757284223
sweep_1224,1521.38,48.0,AE_20-500kHz,0.0005967045571176557,0.00046035651732346844,0.0001804519916454372,0.302414301169576
sweep_1224,1521.38,48.0,AE_500-1000kHz,7.956148268457638e-05,7.18984719866431e-05,1.7190612417065563e-05,0.21606701932916714
sweep_1224,1521.38,48.0,AE_1000-2000kHz,1.5198755510956529e-06,1.4194927794570102e-06,2.8760135162016696e-07,0.18922690835630585
sweep_838,1521.34,51.0,AE_20-500kHz,0.001670875297716484,0.0013021104096798543,0.0005265343494661429,0.31512486310961424
sweep_838,1521.34,51.0,AE_500-1000kHz,7.535567676641274e-05,6.552043734655873e-05,1.8350927619070223e-05,0.24352415646075826
sweep_838,1521.34,51.0,AE_1000-2000kHz,1.218179663582763e-06,1.1277829018662432e-06,2.4849757842485006e-07,0.20399091025210433
sweep_1196,1874.06,46.0,AE_20-500kHz,0.0009428432627712849,0.0006512454634086027,0.0003582312789812211,0.37994785891376825
sweep_1196,1874.06,46.0,AE_500-1000kHz,6.317244544529032e-05,5.568329535951704e-05,1.5182576245470589e-05,0.2403354205849014
sweep_1196,1874.06,46.0,AE_1000-2000kHz,1.1902663757297265e-06,1.1206304991506195e-06,2.227391964041834e-07,0.1871339062801189
sweep_1872,1874.12,54.0,AE_20-500kHz,0.002758990088371019,0.002239869287731131,0.000764001948221374,0.2769136255478399
sweep_1872,1874.12,54.0,AE_500-1000kHz,6.697847917299083e-05,5.846415560026803e-05,1.659624662870217e-05,0.24778476360798932
sweep_1872,1874.12,54.0,AE_1000-2000kHz,1.3830097982686379e-06,1.295963410808377e-06,2.676482775692766e-07,0.19352594457706668
sweep_1883,1714.19,55.0,AE_20-500kHz,0.001507864408585156,0.0012088457685475217,0.00042409516151639004,0.2812555022200721
sweep_1883,1714.19,55.0,AE_500-1000kHz,6.814324150618703e-05,6.031420900389003e-05,1.555509342237384e-05,0.22827052365804354
sweep_1883,1714.19,55.0,AE_1000-2000kHz,1.450308715895946e-06,1.3529861398808277e-06,2.87530440804829e-07,0.1982546458235987
sweep_1213,1714.04,45.0,AE_20-500kHz,0.0008509527239563611,0.0005909464310659434,0.0003493522575502345,0.4105424986783991
sweep_1213,1714.04,45.0,AE_500-1000kHz,8.127643638518728e-05,7.425661432429233e-05,1.6688122191622597e-05,0.20532546619703945
sweep_1213,1714.04,45.0,AE_1000-2000kHz,1.3207790886860553e-06,1.2370125319007175e-06,2.572982101680054e-07,0.19480790722086025
sweep_1885,1714.04,55.0,AE_20-500kHz,0.0005345957597075616,0.0004126182807115575,0.00016813018907804294,0.31449966825403686
sweep_1885,1714.04,55.0,AE_500-1000kHz,7.688592000787253e-05,6.943459606081262e-05,1.7290380859804346e-05,0.224883578918402
sweep_1885,1714.04,55.0,AE_1000-2000kHz,1.375505120155337e-06,1.2713282866959101e-06,2.759156788803765e-07,0.2005922586818267
sweep_1207,1713.99,45.0,AE_20-500kHz,0.0007078737057485872,0.000558828413301415,0.000247408608990528,0.3495095339484176
sweep_1207,1713.99,45.0,AE_500-1000kHz,7.463416832918733e-05,6.666669099692026e-05,1.732787343001637e-05,0.23217078474819589
sweep_1207,1713.99,45.0,AE_1000-2000kHz,1.2547420327855824e-06,1.1792548538607141e-06,2.3136286243399208e-07,0.18439078024696148
sweep_1886,1713.94,55.0,AE_20-500kHz,0.002306473096051195,0.0019100846242166905,0.0006107901758356229,0.264815651603016
sweep_1886,1713.94,55.0,AE_500-1000kHz,7.357843056891106e-05,6.65257720034815e-05,1.6642169895631456e-05,0.22618272456960012
sweep_1886,1713.94,55.0,AE_1000-2000kHz,1.4163557015785072e-06,1.311530056367799e-06,2.732508176572212e-07,0.19292527812941854
sweep_1211,1713.89,45.0,AE_20-500kHz,0.0016262760892883058,0.0012682931605936432,0.0005219874522599037,0.32097099360806375
sweep_1211,1713.89,45.0,AE_500-1000kHz,7.197622446622888e-05,6.41143784056094e-05,1.695226229266373e-05,0.23552586174643966
sweep_1211,1713.89,45.0,AE_1000-2000kHz,1.3760874186260983e-06,1.2567980989382894e-06,2.9243154526594317e-07,0.2125094244069975
sweep_1887,1713.89,55.0,AE_20-500kHz,0.0017083651840969927,0.0012864159000447299,0.000562615830600097,0.32932995581824875
sweep_1887,1713.89,55.0,AE_500-1000kHz,6.401965661129711e-05,5.568113377888375e-05,1.5304686427426914e-05,0.23906230113590146
sweep_1887,1713.89,55.0,AE_1000-2000kHz,1.3339250923715442e-06,1.2395084853179706e-06,2.5972756100707903e-07,0.19470925503419192
sweep_1889,1713.84,54.0,AE_20-500kHz,0.00020321517797116463,0.0001652272515389479,5.941321109643895e-05,0.29236601168082743
sweep_1889,1713.84,54.0,AE_500-1000kHz,6.70414237054117e-05,6.099300579515274e-05,1.4496924886283569e-05,0.21623832080274502
sweep_1889,1713.84,54.0,AE_1000-2000kHz,1.2939122868515556e-06,1.2058541671350571e-06,2.530525689199392e-07,0.19557165620220338
sweep_2534,2060.09,54.0,AE_20-500kHz,0.0037816793630117288,0.0030589414298556384,0.0011193345937407936,0.295988762212076
sweep_2534,2060.09,54.0,AE_500-1000kHz,5.6757391120904536e-05,4.9870068274692454e-05,1.389829277101266e-05,0.24487194524862024
sweep_2534,2060.09,54.0,AE_1000-2000kHz,1.218208084319399e-06,1.1403449698573776e-06,2.378621502765021e-07,0.19525576405068218
sweep_857,1920.25,48.0,AE_20-500kHz,0.0017754148234280617,0.001150714960111796,0.0007492526329175108,0.4220155329506687
sweep_857,1920.25,48.0,AE_500-1000kHz,8.601808936247712e-05,7.875322414215682e-05,1.7803687253343805e-05,0.20697608358074207
sweep_857,1920.25,48.0,AE_1000-2000kHz,1.2519646943655736e-06,1.158837219968363e-06,2.5810974194198755e-07,0.2061637545400458
sweep_868,2080.73,47.0,AE_20-500kHz,0.001615580326502773,0.0011099560220128439,0.0006673108990809379,0.41304718071521557
sweep_868,2080.73,47.0,AE_500-1000kHz,7.187490028176564e-05,6.070624558154159e-05,1.9505579787569358e-05,0.27138235616471307
sweep_868,2080.73,47.0,AE_1000-2000kHz,1.1449036465675338e-06,1.0499668556599933e-06,2.3692039891439964e-07,0.2069347928314285
sweep_2542,2080.73,54.0,AE_20-500kHz,0.0033442042562636526,0.0027678599979217354,0.0008199958785076852,0.24519910139216025
sweep_2542,2080.73,54.0,AE_500-1000kHz,6.293116767957244e-05,5.629179747600788e-05,1.4495174066368438e-05,0.23033378532198434
sweep_2542,2080.73,54.0,AE_1000-2000kHz,1.390918868129499e-06,1.2986513993651616e-06,2.715418370588491e-07,0.19522478505451382
sweep_874,2080.8,46.0,AE_20-500kHz,0.0029537948957595317,0.0021922324088735445,0.0009064790129716095,0.3068862412461173
sweep_874,2080.8,46.0,AE_500-1000kHz,8.31254883741981e-05,7.557495709801939e-05,1.785621257590098e-05,0.21481031781154017
sweep_874,2080.8,46.0,AE_1000-2000kHz,1.3271013848200195e-06,1.2244084982267945e-06,2.705237299139445e-07,0.2038455637288275
sweep_876,2080.8,46.0,AE_20-500kHz,0.0012656097072158861,0.0010822511842034255,0.0002904708633138078,0.22951061583810975
sweep_876,2080.8,46.0,AE_500-1000kHz,9.434233938639214e-05,8.664445662504372e-05,1.9497741053163793e-05,0.20667010358210525
sweep_876,2080.8,46.0,AE_1000-2000kHz,1.3387593048498262e-06,1.248328685626069e-06,2.641293028165155e-07,0.19729409301558049
sweep_1193,2080.8,46.0,AE_20-500kHz,0.005049161527187693,0.003262449441255673,0.0021107746921305323,0.4180445962690764
sweep_1193,2080.8,46.0,AE_500-1000kHz,9.053926230522509e-05,8.081293316371396e-05,2.0089610970598397e-05,0.22188838807712497
sweep_1193,2080.8,46.0,AE_1000-2000kHz,1.3508521009107586e-06,1.243628238484066e-06,2.7428099921704146e-07,0.20304295269046727
sweep_1864,2080.8,52.0,AE_20-500kHz,0.0012987639822216242,0.0009643350823874513,0.00041901620288805106,0.3226269042134163
sweep_1864,2080.8,52.0,AE_500-1000kHz,7.272358700535727e-05,6.291227966593196e-05,1.8563217548083306e-05,0.2552571773820208
sweep_1864,2080.8,52.0,AE_1000-2000kHz,1.3767189246236544e-06,1.2822507773646007e-06,2.681299185338313e-07,0.1947601022533546
sweep_871,2080.88,47.0,AE_20-500kHz,0.0018762609597296794,0.0013561834339163928,0.0006388780519264555,0.34050596672783795
sweep_871,2080.88,47.0,AE_500-1000kHz,7.732029467266486e-05,6.636229359289522e-05,2.043732413453384e-05,0.26432030841391857
sweep_871,2080.88,47.0,AE_1000-2000kHz,1.2283890958086635e-06,1.1259213281009246e-06,2.578527780767669e-07,0.20991132122271017
sweep_872,2080.88,46.0,AE_20-500kHz,0.0017748175418524268,0.001038225948429509,0.0008282315161923604,0.46665727414881863
sweep_872,2080.88,46.0,AE_500-1000kHz,8.849262474770369e-05,7.866582013580911e-05,2.035310473615503e-05,0.22999775172431167
sweep_872,2080.88,46.0,AE_1000-2000kHz,1.2393722958679516e-06,1.147201543175025e-06,2.4746369492008533e-07,0.19966857073143035
sweep_884,2270.49,45.0,AE_20-500kHz,0.0017253431831879857,0.0014300511868962733,0.00041043532751089336,0.23788619650295634
sweep_884,2270.49,45.0,AE_500-1000kHz,8.09829119087544e-05,7.033814933458265e-05,2.039882515418614e-05,0.25189048742986714
sweep_884,2270.49,45.0,AE_1000-2000kHz,1.234749770870775e-06,1.1364309885147855e-06,2.577352496230661e-07,0.2087348025513745
sweep_2238,2270.49,55.0,AE_20-500kHz,0.0023449989981130224,0.0017316380362770516,0.0007871873676742677,0.3356877202539118
sweep_2238,2270.49,55.0,AE_500-1000kHz,6.662533285430156e-05,6.01515777882413e-05,1.4394922458746582e-05,0.21605779426612196
sweep_2238,2270.49,55.0,AE_1000-2000kHz,1.1136255545564892e-06,1.0499321640350611e-06,2.1171141508952125e-07,0.1901100546977275
sweep_2532,2270.49,55.0,AE_20-500kHz,0.008851092888711479,0.006361761303006904,0.003015318932333294,0.34067193399122225
sweep_2532,2270.49,55.0,AE_500-1000kHz,6.692626182682067e-05,5.8379989625240673e-05,1.698640399269407e-05,0.25380775093413
sweep_2532,2270.49,55.0,AE_1000-2000kHz,1.364777021218109e-06,1.2660986419286544e-06,2.787616947292179e-07,0.20425438763646078
sweep_886,2270.58,45.0,AE_20-500kHz,0.002431719141666819,0.0018646430690017063,0.0007782871075899801,0.32005633144644496
sweep_886,2270.58,45.0,AE_500-1000kHz,9.164788750491216e-05,8.348795450318115e-05,1.937890657239242e-05,0.21144957183387064
sweep_886,2270.58,45.0,AE_1000-2000kHz,1.3434458286425991e-06,1.2557484870520954e-06,2.6441106411630627e-07,0.19681557564808094
sweep_1176,2270.58,48.0,AE_20-500kHz,0.0010218471161108065,0.0008158640139433486,0.00030523489298735543,0.29870896357675536
sweep_1176,2270.58,48.0,AE_500-1000kHz,7.540258351049582e-05,6.742840025208063e-05,1.7138105286471613e-05,0.22728803826842406
sweep_1176,2270.58,48.0,AE_1000-2000kHz,1.258290396118503e-06,1.1823607894874211e-06,2.3828059359056706e-07,0.18936852281921598
sweep_1181,2270.58,47.0,AE_20-500kHz,0.004805927690289453,0.0036869664521734487,0.00150360748559312,0.31286519117447653
sweep_1181,2270.58,47.0,AE_500-1000kHz,8.565195802841739e-05,7.869263007725258e-05,1.7768120797127482e-05,0.20744558800666787
sweep_1181,2270.58,47.0,AE_1000-2000kHz,1.3587028617642684e-06,1.2611620260040196e-06,2.733140170251716e-07,0.20115804913391794
sweep_1555,2270.58,54.0,AE_20-500kHz,0.002173514996436542,0.0016280916364538867,0.0006738088314098225,0.3100088255726443
sweep_1555,2270.58,54.0,AE_500-1000kHz,7.567513065198314e-05,6.684228148956954e-05,1.8039094561565932e-05,0.23837546636720872
sweep_1555,2270.58,54.0,AE_1000-2000kHz,1.2717778531207275e-06,1.1877374403220512e-06,2.458893220813575e-07,0.1933429816205611
sweep_1558,2270.58,54.0,AE_20-500kHz,0.0010737287363104888,0.0008413174131391601,0.0002797839104926943,0.2605722479348727
sweep_1558,2270.58,54.0,AE_500-1000kHz,6.699869233608413e-05,5.9137262201322753e-05,1.5739848031554104e-05,0.2349276901196614
sweep_1558,2270.58,54.0,AE_1000-2000kHz,1.1936747179108672e-06,1.109150281149518e-06,2.391186260140548e-07,0.20032142963750865
sweep_2530,2270.58,55.0,AE_20-500kHz,0.006361478428019424,0.004751260162127907,0.0022283252485985304,0.350284179033567
sweep_2530,2270.58,55.0,AE_500-1000kHz,7.949663126831404e-05,7.399929730139136e-05,1.547719538674691e-05,0.1946899527667891
sweep_2530,2270.58,55.0,AE_1000-2000kHz,1.4137516537745305e-06,1.3180250070294328e-06,2.758020143579294e-07,0.19508519309001293
sweep_879,2270.66,46.0,AE_20-500kHz,0.0009655881450485434,0.0007552376364694661,0.00028125047765881184,0.2912737476128318
sweep_879,2270.66,46.0,AE_500-1000kHz,8.174077555691766e-05,7.472903414253237e-05,1.7240689707325578e-05,0.2109190864640201
sweep_879,2270.66,46.0,AE_1000-2000kHz,1.2532130070903786e-06,1.1573854498959419e-06,2.4959905983291776e-07,0.19916730709045163
sweep_1566,2458.92,53.0,AE_20-500kHz,0.0024436643589867057,0.0017985416445696798,0.000839624352090454,0.34359233869524297
sweep_1566,2458.92,53.0,AE_500-1000kHz,7.813377755955749e-05,7.145142070607674e-05,1.585660111054876e-05,0.20294169315520502
sweep_1566,2458.92,53.0,AE_1000-2000kHz,1.250657591511942e-06,1.1704921982762525e-06,2.3358350781569892e-07,0.18676855232079606
sweep_890,2459.02,45.0,AE_20-500kHz,0.0061419999108419015,0.004860203870796941,0.0019878834600734275,0.32365410109570364
sweep_890,2459.02,45.0,AE_500-1000kHz,7.691400061813955e-05,6.801999722315974e-05,1.801103088321178e-05,0.2341710317817485
sweep_890,2459.02,45.0,AE_1000-2000kHz,1.2558901622807425e-06,1.173248951618576e-06,2.429906131218884e-07,0.19348078392509147
sweep_898,2459.02,45.0,AE_20-500kHz,0.0038373132009757115,0.0031702204591221466,0.000887325402676317,0.23123611657518528
sweep_898,2459.02,45.0,AE_500-1000kHz,8.743406914019952e-05,7.929077586250912e-05,1.8261105235914336e-05,0.20885571740499534
sweep_898,2459.02,45.0,AE_1000-2000kHz,1.3076778194702251e-06,1.215714100890382e-06,2.547987084472102e-07,0.19484822993360543
sweep_1571,2459.02,52.0,AE_20-500kHz,0.003539609084942104,0.002661656261330912,0.001163060145139409,0.3285843485053753
sweep_1571,2459.02,52.0,AE_500-1000kHz,8.152932477458339e-05,7.355512576648567e-05,1.8755052688960466e-05,0.23004057424510055
sweep_1571,2459.02,52.0,AE_1000-2000kHz,1.2980383271380595e-06,1.2039496807699443e-06,2.651571119409564e-07,0.20427525628274784
sweep_1572,2459.02,52.0,AE_20-500kHz,0.00416043151772767,0.0029141050040825856,0.0014531793713211424,0.3492857327729396
sweep_1572,2459.02,52.0,AE_500-1000kHz,8.056583253427015e-05,7.445684819689802e-05,1.582326652116222e-05,0.19640170061460613
sweep_1572,2459.02,52.0,AE_1000-2000kHz,1.3014892692746785e-06,1.2195665945289355e-06,2.496664547733319e-07,0.1918313586346135
sweep_2239,2459.02,55.0,AE_20-500kHz,0.0037701330670196096,0.0031761863001605515,0.0009215788090449777,0.24444198458318878
sweep_2239,2459.02,55.0,AE_500-1000kHz,6.954601744103759e-05,6.105458808550369e-05,1.6171463343742055e-05,0.23252896339395024
sweep_2239,2459.02,55.0,AE_1000-2000kHz,1.1738604043249382e-06,1.0957803500420423e-06,2.28058529933952e-07,0.19428079275329468
sweep_2244,2459.02,54.0,AE_20-500kHz,0.0011628682256762135,0.0007257216878391544,0.0005622841007216303,0.48353208756276694
sweep_2244,2459.02,54.0,AE_500-1000kHz,6.604717978975303e-05,5.774118023060285e-05,1.5981502036105462e-05,0.24197099841324232
sweep_2244,2459.02,54.0,AE_1000-2000kHz,1.1711569122436373e-06,1.0850438829788236e-06,2.3130098767696164e-07,0.1974978632315358
sweep_889,2459.12,45.0,AE_20-500kHz,0.002733874442004994,0.0022729716832380203,0.0007007182976965218,0.25630961207663305
sweep_889,2459.12,45.0,AE_500-1000kHz,7.882352173326815e-05,6.91526579973469e-05,1.9100735235839533e-05,0.24232278406025473
sweep_889,2459.12,45.0,AE_1000-2000kHz,1.2390914177591848e-06,1.1600229923046912e-06,2.372140107075831e-07,0.1914418963021865
sweep_892,2459.12,45.0,AE_20-500kHz,0.0021732343265267154,0.0017334910999583025,0.0006432755222685521,0.29599915407955174
sweep_892,2459.12,45.0,AE_500-1000kHz,9.517841563586186e-05,8.691876613374908e-05,1.9417125635383553e-05,0.20400765767808662
sweep_892,2459.12,45.0,AE_1000-2000kHz,1.3193614100611655e-06,1.215858900093227e-06,2.7383933432177425e-07,0.20755445189887664
sweep_894,2459.12,45.0,AE_20-500kHz,0.0014730728079701987,0.0011144491841176473,0.00048399278967912703,0.3285599917807447
sweep_894,2459.12,45.0,AE_500-1000kHz,8.35097971091684e-05,7.350634538262136e-05,1.9217718343819757e-05,0.230125314742381
sweep_894,2459.12,45.0,AE_1000-2000kHz,1.3116101711621763e-06,1.2138430470316675e-06,2.5956842363105716e-07,0.1979005876426391
sweep_1830,2625.25,52.0,AE_20-500kHz,0.002419736899271661,0.0016986210465775777,0.0008280939763852047,0.34222479999146205
sweep_1830,2625.25,52.0,AE_500-1000kHz,7.231021122743502e-05,6.385779149066992e-05,1.766990593242168e-05,0.24436252684762716
sweep_1830,2625.25,52.0,AE_1000-2000kHz,1.2593973930872261e-06,1.1691756635159757e-06,2.5712267134782875e-07,0.20416325518788841
sweep_905,2647.25,48.0,AE_20-500kHz,0.008589809570614898,0.006444271101768514,0.0028023094072128474,0.3262364996774015
sweep_905,2647.25,48.0,AE_500-1000kHz,8.759287336834978e-05,7.860170192624006e-05,1.9276562672069463e-05,0.2200699889248607
sweep_905,2647.25,48.0,AE_1000-2000kHz,1.338781036502353e-06,1.255192216285994e-06,2.51680619666244e-07,0.18799236977823866
sweep_906,2647.25,48.0,AE_20-500kHz,0.004208294446459984,0.003258530852681306,0.0012258449389512224,0.2912925781565505
sweep_906,2647.25,48.0,AE_500-1000kHz,8.250721511216299e-05,7.381449019861451e-05,1.8401445007881106e-05,0.22302831313437962
sweep_906,2647.25,48.0,AE_1000-2000kHz,1.2973838051779075e-06,1.1902952362475883e-06,2.664199715955878e-07,0.20535170127166355
sweep_904,2647.37,48.0,AE_20-500kHz,0.0014698070788399331,0.0011575641891277356,0.0004305552220092294,0.2929331530700284
sweep_904,2647.37,48.0,AE_500-1000kHz,8.46608358200418e-05,7.529583778086248e-05,1.9253096308459458e-05,0.2274144369349784
sweep_904,2647.37,48.0,AE_1000-2000kHz,1.1547218718235758e-06,1.0733627186703417e-06,2.2718945670009348e-07,0.19674820599120393
sweep_1160,2647.37,50.0,AE_20-500kHz,0.004305798612328691,0.0031011916744244877,0.0014723835284600638,0.3419536446140846
sweep_1160,2647.37,50.0,AE_500-1000kHz,8.230693181947429e-05,7.382166891601619e-05,1.8177608078454294e-05,0.22085148451801928
sweep_1160,2647.37,50.0,AE_1000-2000kHz,1.3765396516497442e-06,1.2946242482654706e-06,2.574292944178216e-07,0.1870118990828196
sweep_1581,2647.37,50.0,AE_20-500kHz,0.0011528842623307392,0.0008409368544328635,0.0003810287153245421,0.33050040474507986
sweep_1581,2647.37,50.0,AE_500-1000kHz,8.383072030025105e-05,7.516218337807605e-05,1.877672378941918e-05,0.2239838059623943
sweep_1581,2647.37,50.0,AE_1000-2000kHz,1.2702206932508098e-06,1.187006949971119e-06,2.4952328739619356e-07,0.1964408930841786
sweep_1583,2647.37,50.0,AE_20-500kHz,0.003451888769648609,0.002882196249038639,0.0008031670314738396,0.23267465583938832
sweep_1583,2647.37,50.0,AE_500-1000kHz,7.059665423983722e-05,6.275928244039418e-05,1.712206954435273e-05,0.24253372526953068
sweep_1583,2647.37,50.0,AE_1000-2000kHz,1.165384108110477e-06,1.0829088836396382e-06,2.2732608064279025e-07,0.19506536862886412
sweep_1835,2647.37,52.0,AE_20-500kHz,0.0033696329172424617,0.0024601841834591036,0.001071415376007196,0.31796204581358034
sweep_1835,2647.37,52.0,AE_500-1000kHz,7.970737218090665e-05,7.215441580047875e-05,1.7485679884193364e-05,0.21937343316885735
sweep_1835,2647.37,52.0,AE_1000-2000kHz,1.3275928050780713e-06,1.2391229589779188e-06,2.6147124110330776e-07,0.19695138456850217
sweep_2251,2647.37,54.0,AE_20-500kHz,0.004280997893280824,0.0033450379389506125,0.0012316142849328553,0.28769327050263604
sweep_2251,2647.37,54.0,AE_500-1000kHz,7.647884204672324e-05,6.640372431887402e-05,1.9120427473155106e-05,0.250009374638202
sweep_2251,2647.37,54.0,AE_1000-2000kHz,1.2309896266944772e-06,1.1345026150469457e-06,2.549162214129316e-07,0.20708234731225722
sweep_2256,2647.37,55.0,AE_20-500kHz,0.003356246704860775,0.0026428038931642474,0.000951516680036951,0.2835061792861923
sweep_2256,2647.37,55.0,AE_500-1000kHz,7.858545754161247e-05,7.129767207811098e-05,1.676498993423903e-05,0.213334508173623
sweep_2256,2647.37,55.0,AE_1000-2000kHz,1.332764975436814e-06,1.2581055881023197e-06,2.527012906536471e-07,0.1896067913780704
sweep_247,2827.79,46.0,AE_20-500kHz,0.0019213467916157152,0.0014964491795621375,0.0005310352402648853,0.27638698156011837
sweep_247,2827.79,46.0,AE_500-1000kHz,0.0001035591753209164,9.214128233089354e-05,2.2558800514005777e-05,0.21783487985587943
sweep_247,2827.79,46.0,AE_1000-2000kHz,1.2030738922322276e-06,1.0983890232032591e-06,2.535316993662002e-07,0.2107365981450966
sweep_1143,2827.92,49.0,AE_20-500kHz,0.007092999252787735,0.005019163923672895,0.0025788489672165637,0.36357665852044296
sweep_1143,2827.92,49.0,AE_500-1000kHz,7.88541264283797e-05,6.887754229771216e-05,1.9454921960060244e-05,0.24672040438784687
sweep_1143,2827.92,49.0,AE_1000-2000kHz,1.3304991905320843e-06,1.2283958404214183e-06,2.67712169532351e-07,0.20121182443206848
sweep_1587,2828.05,49.0,AE_20-500kHz,0.001542168709681076,0.0011264352216499988,0.0005262717547697137,0.3412543332425334
sweep_1587,2828.05,49.0,AE_500-1000kHz,7.173151261197817e-05,6.28696084553246e-05,1.7858185602310502e-05,0.24895872054046764
sweep_1587,2828.05,49.0,AE_1000-2000kHz,1.2284578004189599e-06,1.1312051142196587e-06,2.495492720596988e-07,0.20314028855903
sweep_1593,2828.05,49.0,AE_20-500kHz,0.0027779358503986842,0.0021141646008852,0.0009262158113518168,0.333418718513204
sweep_1593,2828.05,49.0,AE_500-1000kHz,7.500033510250933e-05,6.756570251500774e-05,1.6476095630068063e-05,0.21968029352867266
sweep_1593,2828.05,49.0,AE_1000-2000kHz,1.2919517224000084e-06,1.2042046844275072e-06,2.5355854182757835e-07,0.19626007491715908
sweep_245,2828.19,45.0,AE_20-500kHz,0.0009004178473788992,0.0006901762683911618,0.00028329967025757827,0.3146313359761345
sweep_245,2828.19,45.0,AE_500-1000kHz,0.00011093345643213516,9.974943262128146e-05,2.4526472261576656e-05,0.2210917522125619
sweep_245,2828.19,45.0,AE_1000-2000kHz,1.4352203328795356e-06,1.3268468720733153e-06,2.8621203572657665e-07,0.1994202765733808
sweep_914,2828.19,50.0,AE_20-500kHz,0.0025885304410920673,0.0018896920400188226,0.0008707017118069881,0.3363691220257199
