sweep,rpm,temp,band,p_total,p_broad,p_line,line_share
sweep_594,781.58,45.0,AE_1000-2000kHz,3.0625391039081167e-06,2.8379414746356053e-06,6.214361109169786e-07,0.20291532281953947
sweep_1269,780.64,48.0,AE_20-500kHz,0.00013146371567354258,8.184164425129038e-05,6.012040129990062e-05,0.45731554894732074
sweep_1269,780.64,48.0,AE_500-1000kHz,6.513821983520512e-05,5.676302637770915e-05,1.5640662427665316e-05,0.24011498114678348
sweep_1269,780.64,48.0,AE_1000-2000kHz,2.016199264082431e-06,1.8235478504872715e-06,4.334530040191229e-07,0.2149852009872579
sweep_1943,780.63,54.0,AE_20-500kHz,0.00020647918453564978,0.0001560578247342783,6.396038224014771e-05,0.30976673209935407
sweep_1943,780.63,54.0,AE_500-1000kHz,5.5882784435474725e-05,4.834391751873478e-05,1.4447507214771046e-05,0.25853234338122355
sweep_1943,780.63,54.0,AE_1000-2000kHz,2.2362167614851813e-06,2.032779446316498e-06,5.058804098154836e-07,0.22622154458743238
sweep_593,779.59,45.0,AE_20-500kHz,6.729832317168321e-05,4.416691947392908e-05,2.8124367919500093e-05,0.4179059238631052
sweep_593,779.59,45.0,AE_500-1000kHz,6.615967116224377e-05,5.934286262270149e-05,1.4389180978701613e-05,0.2174917245796905
sweep_593,779.59,45.0,AE_1000-2000kHz,3.0738355153575596e-06,2.8482514647118783e-06,6.220647444768107e-07,0.20237411578102932
sweep_1267,778.73,48.0,AE_20-500kHz,0.0001419667442390534,9.494638953114715e-05,5.7940170397774366e-05,0.4081249500249911
sweep_1267,778.73,48.0,AE_500-1000kHz,5.7635462366451305e-05,4.820487293817013e-05,1.6217332910340758e-05,0.281377683885479
sweep_1267,778.73,48.0,AE_1000-2000kHz,2.59743609824181e-06,2.320118379944595e-06,6.421170520943326e-07,0.24721187656126672
sweep_811,998.62,46.0,AE_20-500kHz,0.0005659027360167186,0.00039009019687893525,0.00024182778777004116,0.4273310100463921
sweep_811,998.62,46.0,AE_500-1000kHz,6.838063441562868e-05,5.9369288198494875e-05,1.742552228745754e-05,0.2548312462493747
sweep_811,998.62,46.0,AE_1000-2000kHz,1.7870084689554502e-06,1.6516468424016136e-06,3.5791324725186544e-07,0.2002862624714221
sweep_1488,997.09,54.0,AE_20-500kHz,8.945172018702356e-05,5.99237337694572e-05,3.6039264764380076e-05,0.4028906843717485
sweep_1488,997.09,54.0,AE_500-1000kHz,6.470137753511771e-05,5.763263101186302e-05,1.5028819609462767e-05,0.23227974707811488
sweep_1488,997.09,54.0,AE_1000-2000kHz,1.6106891568541948e-06,1.5030091811975342e-06,3.205430907989428e-07,0.1990099017149834
sweep_1487,1003.46,54.0,AE_20-500kHz,0.000371788243083986,0.0002922296950126369,0.0001220530257838005,0.32828640510891316
sweep_1487,1003.46,54.0,AE_500-1000kHz,7.366460769229208e-05,6.553597634040466e-05,1.658516769701579e-05,0.22514431579265962
sweep_1487,1003.46,54.0,AE_1000-2000kHz,1.4403030697108313e-06,1.3397856917661163e-06,2.8311906154729085e-07,0.19656908847950486
sweep_810,1003.48,45.0,AE_20-500kHz,0.00011944630701960932,9.168518917908967e-05,3.755043685730419e-05,0.31437084824346717
sweep_810,1003.48,45.0,AE_500-1000kHz,9.44776556300543e-05,8.667779464471237e-05,2.0814107017875682e-05,0.22030719199233076
sweep_810,1003.48,45.0,AE_1000-2000kHz,1.6608326135962107e-06,1.5429362721907886e-06,3.2075742329671484e-07,0.1931304941093232
sweep_1489,993.85,54.0,AE_20-500kHz,0.00030030891889776316,0.00020000359304148726,0.00012067182416064977,0.4018256420873439
sweep_1489,993.85,54.0,AE_500-1000kHz,6.587289708968339e-05,5.898796891756257e-05,1.4485267256430436e-05,0.21989722475253073
sweep_1489,993.85,54.0,AE_1000-2000kHz,1.6378129578471019e-06,1.5254809314130459e-06,3.19302872109212e-07,0.19495686035414828
sweep_812,990.79,46.0,AE_20-500kHz,0.00019285220574043877,0.00015244258739707797,5.638441665289863e-05,0.29237112656511094
sweep_812,990.79,46.0,AE_500-1000kHz,6.778305135522869e-05,6.323205684537187e-05,1.333183564410342e-05,0.196683911059649
sweep_812,990.79,46.0,AE_1000-2000kHz,3.1818845070105725e-06,2.927513604297802e-06,6.681013756661041e-07,0.2099703412220311
sweep_809,1010.02,45.0,AE_20-500kHz,0.0007154551649017374,0.0005250091881794548,0.00024236687267531143,0.338758995063791
sweep_809,1010.02,45.0,AE_500-1000kHz,6.077002071355103e-05,5.221520318027663e-05,1.5554601580147676e-05,0.2559584709287284
sweep_809,1010.02,45.0,AE_1000-2000kHz,1.3879656723168167e-06,1.2865702747196263e-06,2.7377979463114696e-07,0.1972525690596864
sweep_1486,1011.5,54.0,AE_20-500kHz,9.561573552469802e-05,7.35081916044026e-05,3.0470815640189464e-05,0.31867992724187855
sweep_1486,1011.5,54.0,AE_500-1000kHz,6.705619299658418e-05,6.0376219414787947e-05,1.5120697544810934e-05,0.22549293166078152
sweep_1486,1011.5,54.0,AE_1000-2000kHz,1.5052190963766949e-06,1.3882870809004494e-06,3.1699894788952265e-07,0.21059987124305707
sweep_813,987.62,46.0,AE_20-500kHz,0.0007896206418767836,0.0005999998938342894,0.0002494304673901543,0.3158864575744927
sweep_813,987.62,46.0,AE_500-1000kHz,7.167926517890672e-05,6.328875975676704e-05,1.6735316660683933e-05,0.2334750031116207
sweep_813,987.62,46.0,AE_1000-2000kHz,2.1324280936688327e-06,2.013302021193237e-06,3.987139456676702e-07,0.1869765019751192
sweep_1490,987.57,53.0,AE_20-500kHz,0.00012901929668205332,9.334610734897208e-05,4.6000437338200465e-05,0.3565392039886942
sweep_1490,987.57,53.0,AE_500-1000kHz,5.7827325026226054e-05,5.077056460138387e-05,1.3678532665134725e-05,0.23654098921108987
sweep_1490,987.57,53.0,AE_1000-2000kHz,1.751464866120008e-06,1.615482790523532e-06,3.7355412348409884e-07,0.21328096881076886
sweep_1491,1196.41,53.0,AE_20-500kHz,0.00013423150844225857,0.00010254646103105031,4.259460033812346e-05,0.31732192264267134
sweep_1491,1196.41,53.0,AE_500-1000kHz,7.087431570438042e-05,6.4081995243744e-05,1.5356185355171153e-05,0.2166678464907148
sweep_1491,1196.41,53.0,AE_1000-2000kHz,1.4876886369818243e-06,1.3886497862958929e-06,2.920188798988889e-07,0.19629032086399986
sweep_1492,1162.81,53.0,AE_20-500kHz,0.0003358701868355098,0.0002701047586622128,9.174441872445476e-05,0.27315439809900716
sweep_1492,1162.81,53.0,AE_500-1000kHz,6.238362221740363e-05,5.481964769099946e-05,1.460717926637117e-05,0.2341508676021716
sweep_1492,1162.81,53.0,AE_1000-2000kHz,1.2918500505992664e-06,1.1973127683457594e-06,2.571472168186891e-07,0.19905345570053046
sweep_815,1160.77,47.0,AE_20-500kHz,0.0002756157266662339,0.00018288679645356304,0.00010994802094168924,0.3989178058581341
sweep_815,1160.77,47.0,AE_500-1000kHz,7.23712164505956e-05,6.288122388083058e-05,1.7717908302145004e-05,0.24481982162397647
sweep_815,1160.77,47.0,AE_1000-2000kHz,1.3267062207606869e-06,1.240569268129389e-06,2.5357165569233787e-07,0.19112871540388857
sweep_816,1152.21,47.0,AE_20-500kHz,0.0001130292688091099,7.773881205841066e-05,4.4395006828334445e-05,0.392774431756355
sweep_816,1152.21,47.0,AE_500-1000kHz,7.770096049715138e-05,6.799007064342975e-05,1.902651330497462e-05,0.24486844413811534
sweep_816,1152.21,47.0,AE_1000-2000kHz,1.6599956458895095e-06,1.558952888744536e-06,3.1145239315876965e-07,0.18762241571536034
sweep_1493,1152.12,53.0,AE_20-500kHz,0.0009257270708428936,0.0007071357679056097,0.00029973067489760374,0.32377866472533073
sweep_1493,1152.12,53.0,AE_500-1000kHz,5.7887252869336354e-05,5.173757079382231e-05,1.3718684750069705e-05,0.23698973556467862
sweep_1493,1152.12,53.0,AE_1000-2000kHz,1.449330527043187e-06,1.362102064208115e-06,2.7726460182996126e-07,0.19130529348306438
sweep_1239,1147.95,50.0,AE_20-500kHz,0.00011919856653162396,8.260441769764143e-05,4.509692777094622e-05,0.3783344807169454
sweep_1239,1147.95,50.0,AE_500-1000kHz,6.189742315720537e-05,5.520410765195376e-05,1.3442661220194423e-05,0.2171764272973549
sweep_1239,1147.95,50.0,AE_1000-2000kHz,1.6256559761431515e-06,1.5155370091858238e-06,3.2077048841987847e-07,0.19731757095428176
sweep_1916,1145.83,51.0,AE_20-500kHz,8.927278908641419e-05,5.8874445601188536e-05,3.802669838317217e-05,0.4259606849110889
sweep_1916,1145.83,51.0,AE_500-1000kHz,5.8960406612644005e-05,5.2053682920019035e-05,1.425914938086407e-05,0.24184279247840548
sweep_1916,1145.83,51.0,AE_1000-2000kHz,1.4549472853322175e-06,1.3327432545222381e-06,3.081859378060053e-07,0.21181931532016654
sweep_821,1145.78,49.0,AE_20-500kHz,0.0007304694840442739,0.000619569103749974,0.00013631304243744613,0.18661018073300398
sweep_821,1145.78,49.0,AE_500-1000kHz,6.542884707861387e-05,5.6227891052643985e-05,1.700746697096034e-05,0.2599383564030339
sweep_821,1145.78,49.0,AE_1000-2000kHz,1.0979238645005313e-06,1.016953122606037e-06,2.2059606728119438e-07,0.20092109700297678
sweep_822,1145.78,49.0,AE_20-500kHz,0.0004102575825133222,0.0003046697239037446,0.00013957001018456,0.34020092774282307
sweep_822,1145.78,49.0,AE_500-1000kHz,7.421315141701699e-05,6.303657711989373e-05,2.0044595308096692e-05,0.27009492152492653
sweep_822,1145.78,49.0,AE_1000-2000kHz,1.335035048160462e-06,1.2472761292072919e-06,2.609985995532198e-07,0.19549943644764117
sweep_2174,1145.78,55.0,AE_20-500kHz,9.85962542317517e-05,6.795693017635655e-05,3.742858707997943e-05,0.3796146960309778
sweep_2174,1145.78,55.0,AE_500-1000kHz,5.590079550007836e-05,4.987054904418576e-05,1.2948788508146447e-05,0.231638716270653
sweep_2174,1145.78,55.0,AE_1000-2000kHz,1.3279528567006071e-06,1.2544011723053607e-06,2.487655461907092e-07,0.1873301035767074
sweep_825,1355.47,50.0,AE_20-500kHz,0.00014866882592145131,0.000116848146884014,4.436566265814465e-05,0.2984194055691615
sweep_825,1355.47,50.0,AE_500-1000kHz,7.776323828646412e-05,6.91110249792794e-05,1.853370194779625e-05,0.2383350070829332
sweep_825,1355.47,50.0,AE_1000-2000kHz,1.3295413860645451e-06,1.2363555826034717e-06,2.6049151416757066e-07,0.1959258409688381
sweep_2175,1355.38,55.0,AE_20-500kHz,0.00024046461054373768,0.0001780656761735541,8.209124843260446e-05,0.34138598709797685
sweep_2175,1355.38,55.0,AE_500-1000kHz,5.39292287021284e-05,4.9084834712755804e-05,1.2200255391430492e-05,0.22622714407463776
sweep_2175,1355.38,55.0,AE_1000-2000kHz,1.1716279256063643e-06,1.0996990842139274e-06,2.2168710649367918e-07,0.18921289058465146
sweep_1904,1335.23,52.0,AE_20-500kHz,0.0018110181989253603,0.0012512788092742544,0.0006905686580935193,0.3813151400153216
sweep_1904,1335.23,52.0,AE_500-1000kHz,7.805720905802011e-05,6.742128203022508e-05,2.015810060067064e-05,0.25824777549613737
sweep_1904,1335.23,52.0,AE_1000-2000kHz,1.5080302641070632e-06,1.4071874973372725e-06,2.9702139650279344e-07,0.19695983799016537
sweep_1237,1335.14,50.0,AE_20-500kHz,0.0009050244743103831,0.0006860212904608168,0.0002769407676957332,0.30600362261667946
sweep_1237,1335.14,50.0,AE_500-1000kHz,6.54673706092048e-05,5.6622549143231844e-05,1.6871730589036176e-05,0.25771205460119684
sweep_1237,1335.14,50.0,AE_1000-2000kHz,1.3498491869843254e-06,1.2642821077192046e-06,2.5955331314393193e-07,0.19228319403873217
sweep_1906,1335.14,52.0,AE_20-500kHz,0.0001413483964356525,0.00010352473073533893,4.7968604536751766e-05,0.33936433483763656
sweep_1906,1335.14,52.0,AE_500-1000kHz,6.54129025912103e-05,5.8369515687643016e-05,1.488546300214443e-05,0.2275615729081655
sweep_1906,1335.14,52.0,AE_1000-2000kHz,1.441878847692936e-06,1.349558792709166e-06,2.7816097274448376e-07,0.19291563447896642
sweep_833,1335.11,51.0,AE_20-500kHz,0.0005877198906426867,0.0004044050887726867,0.00022378809627089587,0.38077339194046655
sweep_833,1335.11,51.0,AE_500-1000kHz,7.702719657929334e-05,6.867114825740979e-05,1.7838949648199434e-05,0.23159287161432213
sweep_833,1335.11,51.0,AE_1000-2000kHz,1.2540990249822116e-06,1.1770219539207615e-06,2.3554313444026657e-07,0.18781860901582917
sweep_1238,1335.11,50.0,AE_20-500kHz,0.0001657198119785295,0.00010568820521738288,7.158697016543166e-05,0.4319759316086263
sweep_1238,1335.11,50.0,AE_500-1000kHz,6.158374349357742e-05,5.423563800879148e-05,1.41213168724495e-05,0.22930267098690116
sweep_1238,1335.11,50.0,AE_1000-2000kHz,1.4042797319565383e-06,1.30707970540771e-06,2.7147656344267855e-07,0.1933208585617332
sweep_1912,1335.11,51.0,AE_20-500kHz,0.0008827980528070871,0.0005867164920450763,0.0003898873190494605,0.4416495004828249
