fold,r2,mae,rmse,n_val,best_iteration,best_params
0,0.7871575074956004,0.10919906309616437,0.1599474740538347,1406,330,"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 6}"
1,0.7862570098607906,0.11502244139063789,0.16580252962791675,1405,189,"{'learning_rate': 0.05, 'num_leaves': 15, 'max_depth': 6}"
2,0.7770164535912528,0.10908414320771294,0.160666106948052,1405,219,"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': -1}"
3,0.7822012213087457,0.11102933429837243,0.16442742263357787,1405,105,"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': 6}"
4,0.7951229549067621,0.11188301076038125,0.1668590370668357,1405,296,"{'learning_rate': 0.05, 'num_leaves': 31, 'max_depth': -1}"
