,AE_1000-2000kHz__complexity,AE_500-1000kHz__normalized_frequency_std,shape_factor,AE_500-1000kHz__dominant_frequency,AE_500-1000kHz__peak,AE_1000-2000kHz__complexity^2,AE_1000-2000kHz__complexity AE_500-1000kHz__normalized_frequency_std,AE_1000-2000kHz__complexity shape_factor,AE_1000-2000kHz__complexity AE_500-1000kHz__dominant_frequency,AE_1000-2000kHz__complexity AE_500-1000kHz__peak,AE_500-1000kHz__normalized_frequency_std^2,AE_500-1000kHz__normalized_frequency_std shape_factor,AE_500-1000kHz__normalized_frequency_std AE_500-1000kHz__dominant_frequency,AE_500-1000kHz__normalized_frequency_std AE_500-1000kHz__peak,shape_factor^2,shape_factor AE_500-1000kHz__dominant_frequency,shape_factor AE_500-1000kHz__peak,AE_500-1000kHz__dominant_frequency^2,AE_500-1000kHz__dominant_frequency AE_500-1000kHz__peak,AE_500-1000kHz__peak^2
20,-0.7822993252662237,0.01644163729935619,0.007358456342446085,-0.07926723948939128,-0.007980876342483179,0.35903371662495875,-0.1716995921263501,-0.003867518366731494,0.5650813232491901,-0.007658937918633756,-0.010967029604494737,0.09189372524022976,0.013246140776672808,0.0001885050440503348,-0.012067883729996157,-0.051783190824553446,0.014938302001034106,-0.040916085121042944,-0.009158863424352803,0.06322800480750973
21,-0.9194625292452896,0.021273002176849007,0.015834531948352288,-0.08018418028570572,0.005331897035436046,0.6032636875693197,-0.20728747491455446,0.12534225614238456,0.6232085543564622,0.0024543766384177365,-0.009583446656771747,0.13368310913602965,0.01188016499138586,-0.0050322254417511925,0.0037105098285258927,-0.0731013484900431,-0.006013306063439964,-0.04041081435276561,0.041392420907161075,-0.02375716700287104
22,-0.3681142100414188,0.019350516848694065,-0.0014187733473422376,-0.08087188588294153,-0.0068397689302952345,-0.1313843348719118,-0.13393218593196585,-0.08916708256504333,0.402668128690883,-0.004172923783148129,-0.01016864214135515,0.05979130578147757,0.012353880153960488,0.0001261139437740183,-0.014889344924982987,-0.02997173925785099,0.0038270071795693996,-0.040028553639736446,-0.005299727455340286,0.02258498232574443
23,-0.6793928013517568,0.022706935756980233,0.015861133976785045,-0.08476888426727786,0.003656653715650697,0.20252945659298124,-0.18141634892601716,0.07148458782156776,0.5397277485340412,0.00023676169301111065,-0.009117148863764494,0.13737288476740592,0.011128375301918944,-0.004380532842183935,0.0037802201561348133,-0.07498843891011796,-0.001983304142814745,-0.03780885738403798,0.035678035357637396,-0.05939457464893836
24,-0.7562216321192052,0.023954723630939565,0.015037922490727548,-0.08385194347096342,0.003495880787445767,0.31720606160952824,-0.19625831233507657,0.07962147175994161,0.5692288628310426,0.0003875852602589119,-0.00869065401101075,0.13654292691775266,0.010849123370245621,-0.0043800773862965854,0.0016815395865005757,-0.07248713494196592,-0.001126198718253324,-0.0383393291947623,0.03490246301640978,-0.062109380147201444
25,-0.6918193882552274,0.024242546694086257,0.01632206207073571,-0.08178882667925595,0.006180052845208369,0.22021181200310025,-0.18816151738141998,0.0789949187954808,0.5363642116732311,0.001852278562890925,-0.008589537833725255,0.14342973052427538,0.010940576769618342,-0.00572365379978405,0.00500813592171561,-0.0749759358449672,-0.008554401650590623,-0.03951446250660267,0.04503965852309047,-0.0006004504611975273
26,-0.8303354270877874,0.023854934768886536,0.016367387522026485,-0.08282038507510969,0.006207722998707665,0.43993369152123774,-0.20627232199762735,0.11182076255909336,0.5965935536127795,0.0026716225682848504,-0.008725471589159066,0.1426493605014001,0.01096239147091114,-0.005695894181443978,0.00513093147739957,-0.0755148447686051,-0.008669464765165077,-0.03893008535761718,0.045410171192446815,0.00021291778488940905
27,0.4902782062614374,0.03264584149100556,0.0043025521926115156,-0.09187517543871464,-0.006386030442076506,0.034108116313871686,0.0013039350033533974,-0.10060152206743475,0.030350218628514062,0.001155383534723667,-0.005184909429980192,0.08977639090328679,0.007529335233930015,0.0014223769403699045,-0.014610856546226911,-0.045296136031762475,0.010077512287935825,-0.03352680628183093,-0.006478647691333037,0.008153185522317766
28,0.47765001099326587,0.03978757357757626,-0.005677251965817315,-0.09153132264009674,-0.005514901051721668,0.020117881035633847,0.016968045076281118,-0.02241382196831738,0.03682337548857006,0.0006653768637324881,-0.0016036638987352474,0.01899293938630973,0.005391855731474826,0.001553191161669403,-0.011303091819194687,-0.017286542360691024,0.0004941434032027161,-0.033740971966207206,-0.00265072279926251,-0.016796617953352643
29,0.5136117186629082,0.03441357074565813,-0.020197477443161718,-0.08832202985299624,-0.005801367040751908,0.06086618009096547,0.010360396097647639,0.10227364953642454,0.02815844045792121,0.0009988410644902008,-0.00435732554343706,-0.07003575938036884,0.007392624616884143,0.0012274107662007328,0.025264258724702088,0.021570472063122775,-0.013803260022795189,-0.03570567277323376,-0.0031038821310345843,-0.008992210420784607
30,0.504091424210027,0.04682237083091708,0.007736014075910486,-0.09267749863548977,-0.006108128884029558,0.04980635508465986,0.04140985791510514,-0.12935304679364018,0.022239860748965164,0.0010998998302434984,0.0025417667179414454,0.12707012486393296,0.003077816854024997,0.0027564663272740173,-0.011637985461261855,-0.05509688786972528,0.013411966890593012,-0.03302432998760197,-0.005486770339536929,-0.0002000420333177238
31,0.5015852642673903,0.0446143133359267,-0.016995897697588924,-0.09886684901061213,-0.006154302249460886,0.046927532850704445,0.034948618162286796,0.07225730000765,0.009124575850191689,0.0011083892636583265,0.001174590344123371,-0.08046935436842724,0.002869638638605845,0.0025601061740775054,0.013966840513849972,0.018049378661545976,-0.01177780398968304,-0.029018377673920025,-0.0072730859097399235,0.0011622813754416633
32,0.4955491423436371,0.05188634448381927,-0.016628580249192608,-0.05817760117415951,-0.0066043711671951695,0.04004963560003769,0.052440796948566494,0.06761521701544197,0.10470928963582708,0.0012945858234364633,0.005905386332161728,-0.09938371436586864,0.007204952169084642,0.0037795919706599575,0.012787702502451825,-0.002627646633641215,-0.012722066869072679,-0.051146215248348295,0.0018441783758177614,0.01497501348813686
33,0.49785165652817487,0.043404422473363895,-0.012436818609927836,-0.08671738345944599,-0.0063177757624255735,0.04266394885926972,0.03087134268963378,0.03435814999886423,0.03872007861591372,0.0011674020488353872,0.0004510727759514236,-0.03987192333361226,0.0049640440437945365,0.002565195387104333,0.0010374410416520926,-0.00010509007928013145,-0.007491403375436533,-0.03666486971899886,-0.00482831726130166,0.006067379897083813
34,0.44157749233903876,0.027186985239820657,-0.010147120590066182,-0.08591506026267089,-0.005984255779233707,-0.01794461259719592,-0.020412554541694206,0.006057878490239893,0.06457186036728486,0.000684092595310156,-0.007496158557255697,0.009783258582548303,0.009747292393412191,0.0005948542168052214,-0.0040562902032207976,-0.006472217049186296,-0.004471515306267013,-0.03713867982744437,-0.0032641888326467704,-0.003804528505869902
35,0.4672362310044882,0.05265054009444326,-0.00840638546448593,-0.09267749863548977,-0.006741867534490908,0.00884051653071544,0.04640932980492603,-0.002731501169904967,0.03905292291147244,0.0011817735895573182,0.006440575497663788,-0.022301023620399246,0.0012834690173732705,0.004003333594408583,-0.007302525592619802,-0.009338184738683876,-0.003938469311638405,-0.03302432998760197,-0.0082350872609021,0.019387849367733558
36,0.4817734422725506,0.03649155111717262,-0.003967678854722125,-0.09153132264009674,-0.006538558274976447,0.02464811124589331,0.009504497404636719,-0.035377800495481664,0.03496285572259967,0.0011770633510063873,-0.0033349887399550435,0.03464159099697908,0.006395528272104857,0.0019588084393846487,-0.01313176273840162,-0.02207968876289152,0.0011928491036555917,-0.033740971966207206,-0.0070414714163469306,0.012894772691181776
37,0.43528226982480794,0.02217711977219021,-0.0035980916077231503,-0.059094541970473924,-0.005213236236780743,-0.02429854895154791,-0.032957544698314495,-0.041681544278342066,0.12131025980323919,0.0003129340117632117,-0.009292406030273467,0.0487756468457864,0.013271548509414666,-0.00028205510473885693,-0.013458505478243144,-0.027295684704944114,0.0026338962036032655,-0.05075686927532708,0.00569315578155789,-0.02459117163316217
38,-0.6157429354680279,0.024440036498947895,0.012150160587018096,-0.08178882667925595,-0.006494799431903124,0.1171981848172708,-0.1779420365706138,0.02357914104929615,0.505262072890307,-0.005583316638963275,-0.008519563222210029,0.12362427373175884,0.010886087494075622,0.0005618227992797945,-0.004723898136316669,-0.06437774993880419,0.01858240843815,-0.03951446250660267,-0.004220000062592052,0.011523081919148389
39,0.47993822012843546,0.039915603114492715,-0.009562674063073243,-0.09244826343641116,-0.00596423885272666,0.022627290995996807,0.01779382963292618,0.008167569812654756,0.033764880791091564,0.0008917052021003995,-0.001533697221326765,-0.010276421986649926,0.0052339644704287955,0.0019096690740753163,-0.0052065262967634545,-0.006126961236121717,-0.0038560589616765087,-0.033168288409384204,-0.004805824480008126,-0.0043801032837135195
40,0.45591410736704446,0.0263347418503774,-0.012357917845168157,-0.08855126505207485,-0.0056700892602378145,-0.0031542569217070677,-0.02022146858245592,0.02499919559537924,0.05290396235098923,0.0006224506290559247,-0.007823673963443505,-5.55807232600112e-05,0.009756009283790796,0.0003391570941404884,0.0008463456877222379,0.00035449209520799766,-0.0059659440577565365,-0.0355673845860021,-0.0026123708585932496,-0.012617388407902577
41,0.45907145615374473,0.033176613659101295,-0.014350060039359833,-0.09141670504055742,-0.0058483908201045895,0.00016277934060074614,-0.003143703941554627,0.04057300232617755,0.04544899484677791,0.0007209676358421449,-0.00494048919578375,-0.028411953998181427,0.0074175561982945245,0.0011325909926338423,0.006011474539077024,0.006981412212316257,-0.008295822108262615,-0.03381220302115068,-0.0040532306527315395,-0.007673635624025809
42,0.4746087966429315,0.03412067929515279,0.010678486323571525,-0.08763432425576043,-0.0062700736747267356,0.016800208908973036,0.0021159407078727246,-0.14911287324424977,0.04671591648165202,0.0010060209314446096,-0.0044971222080162,0.13207800789177845,0.007556533003078582,0.001509613508983767,-0.007415589139488071,-0.06214162822714322,0.01664608146338743,-0.036118647256745184,-0.004872569630727461,0.004622860987449167
43,0.4908045802372666,0.03426201428012035,0.0023275353291140333,-0.09347982183226489,-0.005694151847260209,0.03469875501186133,0.005576533434193365,-0.08487440362623903,0.02649051037685527,0.0008213983882596118,-0.004429795920126598,0.07772773123280877,0.006854111564082036,0.0011404490410282546,-0.015367444854006013,-0.039790645240420315,0.007854601761350602,-0.03251799478374833,-0.0038818235413238104,-0.011959075086630362
44,-0.7054270243550167,0.029817880521060387,0.012242810185151809,-0.08247653227649178,0.006310742056179027,0.2399580275803034,-0.2089018853537803,0.03968365873442719,0.5439538515470497,0.0020138762658735783,-0.006428342483838597,0.13417977070913809,0.009333497721914674,-0.006394146360338482,-0.004541504966483131,-0.06481895518417745,-0.0046698975471284486,-0.039125586519931164,0.045725816618423766,0.0032733480798103586
45,0.49662412274869855,0.057677148753016556,-0.011894992935221978,-0.08832202985299624,-0.00604379587840912,0.04126875870174526,0.06787145178799255,0.02973138571570654,0.035586206514085617,0.001025055891036403,0.010141181532235366,-0.06712794446270588,0.0005278045407269666,0.0038450249318124144,-0.0002524557928730638,-0.0009870742407777245,-0.0063344238643833544,-0.03570567277323376,-0.004111553838274006,-0.0020811702009695186
