,AE__peak,AE__skewness,AE__shape_factor,AE__margin_factor,AE__dominant_frequency,AE__peak_frequency,AE__frequency_skewness,AE__frequency_kurtosis,AE__AE_20-500kHz__skewness,AE__AE_20-500kHz__complexity,AE__AE_20-500kHz__dominant_frequency,AE__AE_20-500kHz__rms_frequency,AE__AE_20-500kHz__spectral_flatness,AE__AE_20-500kHz__frequency_skewness,AE__AE_500-1000kHz__peak,AE__AE_500-1000kHz__skewness,AE__AE_500-1000kHz__crest_factor,AE__AE_500-1000kHz__shape_factor,AE__AE_500-1000kHz__complexity,AE__AE_500-1000kHz__dominant_frequency,AE__AE_500-1000kHz__spectral_std,AE__AE_500-1000kHz__spectral_kurtosis,AE__AE_500-1000kHz__normalized_frequency_std,AE__AE_500-1000kHz__frequency_kurtosis,AE__AE_1000-2000kHz__peak,AE__AE_1000-2000kHz__skewness,AE__AE_1000-2000kHz__crest_factor,AE__AE_1000-2000kHz__kurtosis,AE__AE_1000-2000kHz__impulse_factor,AE__AE_1000-2000kHz__mobility,AE__AE_1000-2000kHz__complexity,AE__AE_1000-2000kHz__dominant_frequency,AE__AE_1000-2000kHz__spectral_kurtosis,AE__AE_1000-2000kHz__rms_frequency,AE__AE_1000-2000kHz__peak_frequency,AE__AE_1000-2000kHz__frequency_kurtosis,UL__skewness,UL__crest_factor,UL__kurtosis,UL__mobility,UL__complexity,UL__dominant_frequency,UL__spectral_mean,UL__spectral_kurtosis,UL__normalized_frequency_std
0,0.006770490196387338,-0.00058660663929241,-0.0069884542147544415,-0.005027283602619303,0.0022236626825601997,0.10635551004263243,-0.0011049009257131273,0.00035657329052390843,0.0011827831037234731,0.042281914709668196,0.010076456877672986,0.004628222138017058,0.0015201088053790588,0.0009875038635756373,-0.0036519015011834814,-0.008607553644323081,-0.0006713770493638446,0.03604763903762528,-0.02860447165785208,0.041238767036229446,-0.005976298761948077,-0.007316830746829125,-0.07771739111146865,-0.0067464328822993925,-0.006667750477134221,-0.002739334304482897,-0.0052801091994591235,-0.009386157244031345,-0.008443925896218073,0.03532902495742147,-0.2085758922291141,-0.00032655080930369827,0.018938069984684718,0.06001015309052888,0.06527105179526936,0.0011726634652270925,-0.0015388274367071342,0.0036342197877443014,0.007308295871122251,0.032479664285060064,-0.026665572826237435,0.00046677546529183154,-0.015419101515333274,-0.008698439307424517,0.0032257238098916826
1,0.010209372721588715,0.05740768608540649,-0.003909186002372364,-0.004649343307734188,0.002126444417819583,0.125445969852629,-0.0032756795962748217,-0.0058125769164442415,0.0013138639009621454,0.04286193844045606,0.009947390010672633,-0.0018858293750886842,-0.0004780509335649754,0.0007234712816074774,-0.012467277283916599,0.008065180605595936,-0.0025562098797414796,0.04281092124046578,-0.027552358500993253,0.08510676175351933,-0.004543774694935792,-0.005296355311653793,-0.06411466173893701,-0.0058622036169704945,-0.008539537817747888,0.00012006109271897314,-0.006434186467440897,0.000304585397615728,-0.0030684965882146116,0.03631149018753218,-0.1865496235376371,0.0021463272155881397,0.011234104176843106,0.06017176139736664,0.06464953737327009,0.003424051881904641,-0.0013114195397633077,0.005270867632774163,0.010363860581625035,0.030956037142713683,-0.017269334352348294,0.0005994174626709011,-0.010834413387947665,-0.010927862824255582,-0.00022867605227014094
2,0.005072005084112665,-0.004800454096412293,-0.0025731959255942266,0.001164991657203463,0.0021622823193148486,0.09536945900935939,-0.0031443501126190883,-0.003958205532699663,-0.0015443571394609683,-0.010521801720074091,0.0010726358355812437,0.004095775522463013,0.0011447295477336958,-0.0009791327807171068,-0.003121867421449778,0.006218526498811243,-0.002980325039839927,0.025052180466800827,-0.03721223874271053,0.05128749429159073,-0.00643859066009487,-0.006868047093424088,-0.07002708092889215,-0.002432787269202457,-0.0013153997573462461,-0.0021357398928459437,-0.0091814422558123,-0.007449814961773219,-0.0023096275316318526,0.036097949387617366,-0.2041077918217516,0.002649985469458817,0.0021081624639828437,0.026589890126428307,0.06528553847118462,0.003783334438971852,0.0033878017084663947,-0.0004628995356625388,-0.011759906399932036,0.00027910550915809967,0.0023058041762828957,-6.39228934535298e-05,-0.012508506053208038,-0.011026030126891509,-0.0002842953360219326
3,0.007643968605733929,0.020705457908075132,-0.009859145901849903,-0.004611842826971423,0.002217598247145481,-0.0032032900024688564,-0.007314092691443325,0.0023062679008506765,-0.002269836340840863,-0.0025089372285049985,-0.0017131293042306017,-0.0012191166818229853,-0.0009515209605599857,0.0006570864186189991,-0.0029506815577839234,-0.0006083015871482106,-0.004357948259388395,0.01014741947332293,-0.04905802006906068,-0.02042107611414339,-0.016226598656592758,-0.008782523212043947,-0.11491304266380856,-0.0020712232208111936,-0.00822928417054272,-0.0015774613542851638,-0.010068336080893902,-0.00910239513837088,-0.008880093222801958,0.03465680659937721,-0.23730356104667866,0.03869499485549469,-0.00011681979634708038,0.0021526350199118863,-0.0007215315025901217,-0.0009093152864309546,0.0002468451500832044,-0.001932538370000997,-0.008292443834545261,0.02834286121814571,-0.023739233083640857,0.0010995296751668759,-0.010181044224699733,-0.009059841737050612,0.00017573445863966009
4,0.005171712875561906,-0.004955619385466403,-0.008213804167012484,-0.00534717853893328,0.0021578231693877223,0.003437995937775683,-0.006605493091254335,-0.001028934398097123,-0.0012135173657217956,-0.01144260255290138,0.0004638834166414343,0.0009795948756497915,0.00015713687888814544,-0.0014046048639766511,-0.0014056900355098214,-0.00540943140229721,-0.0049036716004574295,0.003025352262502257,-0.03586252253283172,0.012347823322783814,-0.006469918681671572,-0.009436144316746888,-0.11262840976308738,-0.004479018127301802,-0.003122643377625209,-0.0017262903364548886,-0.011769526356058407,-0.005317643369302592,-0.003340950268114842,0.03467711200938289,-0.2637562285467492,0.026026590175596973,0.0033968580860031005,0.016759249585287794,0.007734260627480333,0.0007903615361188541,0.0005442590407548196,-0.013178566400569698,-0.015534927679983193,0.031364863039517035,0.005231212583491234,-0.0007245914511735006,-0.016139562443740246,-0.010201936575945201,-0.00018042740897481822
5,0.006424175803769043,-0.00295185792807596,-0.010801716339855535,-0.0054789382062970585,0.002128930054487489,-0.0009130960952995207,-0.00763320241726555,0.002593625508647811,0.00020761627990562034,-0.0029816418896443857,0.0013642950393012879,-0.0016313351932484572,7.141895204182695e-05,0.00032013763962468965,-0.004194666038512335,0.003567402792907449,-0.003675189753204342,-0.014376781744497875,-0.07578797870990145,-0.016415897455910083,0.0007137359539866508,-0.007939628999157946,-0.12327321826379393,-0.0037906211626850123,0.001891349563681197,-0.0016901604284464836,-0.0076183745515740935,-0.0014422639043502167,-0.003586246645164216,0.03339200537871819,-0.274055714178797,0.0022090568403586447,0.00022831085019204265,-0.004028819294172892,-0.0004720807901961373,-0.0031443892935058794,0.001851941458941474,-0.005575220545576482,0.004505456103357618,0.01969022953275862,0.00012999542074276977,-0.0022679747811228316,-0.013800498876112004,-0.013462322574401771,-0.003248809810745177
6,0.0006159557719848646,-0.0024344043034149236,-0.003344485827262072,-0.005294302692427654,0.0021455998738671533,-0.0006184982139250342,-0.006882658770245783,0.0034669137161775785,0.00023463679715620528,-0.011475779429926947,-0.00964738237038471,-0.0032933573787255767,-0.0011611675597822258,8.291788017033145e-05,9.817800465745713e-05,0.0007460038585063551,-0.005601368527291272,-0.005101740865846614,-0.05461462859910855,-0.05059855376129409,-0.01737030723037634,-0.005383929175307618,-0.12979428219307146,-0.0006402344803560766,0.0012008728655188722,-0.0007886282396439757,-0.009802353541215357,-0.00530577726273972,-0.0032909488261374455,0.03410668182380213,-0.25396267505547987,0.0024298156644488827,0.015788915839232157,-0.006073806152754417,0.001947595472929099,0.00011660748508719135,0.0008466231745377081,-0.021855107728074304,-0.017526126201303168,0.012110016738571344,0.002026623956117916,-0.001348150605767436,-0.012470385995476898,-0.008490883319320582,9.562007065125486e-05
7,0.01083815440739212,0.011356181576119615,-0.00425314782687253,-0.0038786373120990795,0.002113500209483207,-0.0007173685774388791,-0.007411730100385605,0.001973971115557536,-0.0008219816568376486,-0.000626429622540414,-0.005462977962400477,0.001529927157393068,0.0005401040438904863,0.00042931836507497024,0.0033347055040547882,-0.002912316015917977,-0.003972910579400217,-0.016345584926640587,-0.030572560375746842,-0.020167653300372086,-0.019879178425535788,0.003067589174002119,-0.11497842422840399,0.016487995505984714,-0.007530044182876669,-0.0012711351982230875,-0.009426145972804278,-0.00307400164717135,-0.00150953561798658,0.03717987602594709,-0.24962239405008788,0.02061995037901934,0.015790692511521497,0.013713857631274804,0.00807388609707051,0.00042215133211016376,-0.0009876840636237124,-0.013133033955791384,-0.014599717179062976,0.02888528720519622,-0.008103568175136366,-0.0016505447772479323,-0.01077422000423956,-0.007237577990862993,-0.0002223516224701127
8,0.0035623242716545218,-0.004825957414919112,-0.00402859280081215,-0.0015172024508606889,0.002142585689981477,-0.004015773783733026,-0.0070100777299812135,0.00258690760116724,-0.0010950833579916636,-0.008939527362705386,-0.005331272102647479,0.0001695308366343055,-0.0016778858801138165,-0.00038477449679560747,-0.006157883439511903,-0.002915178504476955,-0.0027565984296198704,-0.015431356896373698,-0.014402620294509724,-0.05061356105798894,-0.01741800427472365,-0.0004477249218459168,-0.13210593189507233,0.0011004667167333942,0.0008229922249724361,-0.0013728443751908493,-0.010610858938793979,-0.002155758659735431,-0.0038105367822013647,0.0361905580153555,-0.26824739259000513,0.0022451957747270015,0.006695405926916238,-0.013847181158494756,-0.0023213457994626843,0.0008080093234803972,0.001088892343596379,-0.015283243350882708,-0.012376196599198497,0.01792825915134253,0.0009038395355526221,-0.0033447076598298884,-0.013547167840230951,-0.009571433510373534,0.0016326797147708924
9,0.0022146485570174765,-0.0020588941375107683,-0.00542492215681481,-0.004101766769047337,0.002137355668052326,-3.420508995386742e-05,-0.005286480549837334,-0.00010131018426311248,-4.647054118984265e-05,-0.0039046215472302525,0.0026801733556988485,-0.0004390109178137487,0.001032144434488319,0.0006513316490821456,-0.002851779647237726,-0.009663614750879406,-0.0033945537291461187,-0.0035095540495499217,-0.004225425112804872,-0.04956699669394791,-0.018563250160956467,-0.003298097845014802,-0.1279054748541764,-0.004201897120415062,-0.0025961462101679734,-0.0013772830128977126,-0.005898360165594456,-0.0013050857721008016,-0.00188755902339572,0.037357937390586134,-0.2675891731883721,0.0023390712510870616,0.0004915363497117649,-0.003425776694036081,8.09415179523653e-05,0.00037517267548514417,-0.0003863587097415624,0.006490840800489611,-0.0023916278663681178,0.029759011330279295,0.0009729554521973439,-0.0023037237158800854,-0.012427754833808018,-0.01007570724525397,-0.0022760275937559063
