,peak,skewness,shape_factor,margin_factor,dominant_frequency,peak_frequency,frequency_skewness,frequency_kurtosis,AE_20-500kHz__skewness,AE_20-500kHz__complexity,AE_20-500kHz__dominant_frequency,AE_20-500kHz__rms_frequency,AE_20-500kHz__spectral_flatness,AE_20-500kHz__frequency_skewness,AE_500-1000kHz__peak,AE_500-1000kHz__skewness,AE_500-1000kHz__crest_factor,AE_500-1000kHz__shape_factor,AE_500-1000kHz__complexity,AE_500-1000kHz__dominant_frequency,AE_500-1000kHz__spectral_std,AE_500-1000kHz__spectral_kurtosis,AE_500-1000kHz__normalized_frequency_std,AE_500-1000kHz__frequency_kurtosis,AE_1000-2000kHz__peak,AE_1000-2000kHz__skewness,AE_1000-2000kHz__crest_factor,AE_1000-2000kHz__kurtosis,AE_1000-2000kHz__impulse_factor,AE_1000-2000kHz__mobility,AE_1000-2000kHz__complexity,AE_1000-2000kHz__dominant_frequency,AE_1000-2000kHz__spectral_kurtosis,AE_1000-2000kHz__rms_frequency,AE_1000-2000kHz__peak_frequency,AE_1000-2000kHz__frequency_kurtosis
0,0.04356201752600574,-0.0017308027557320917,-0.110202448971173,-0.02363643068202067,0.0344645026811322,0.09191742961447696,0.0248006102665268,-0.0023866025856780874,-0.017329148011392067,0.02566544294394398,0.005345611872406098,0.0,-0.0016917900779552047,0.0060597055540689984,-0.004447597444483833,-0.021622604878835387,-0.0,-0.0,0.0,0.027375596346711654,0.21384630244501202,-0.0032091818653905107,-0.020707762134911212,-0.001408059458714231,0.0,0.0021011310577243167,-0.022053337903523967,-9.35106090951713e-05,-0.0,0.3540379834497915,-1.3478767450062585,0.05806495149850006,-0.04875348018663568,-0.0,0.16348331494947127,-0.02519141640405329
1,0.04421522733058678,-0.0018830303998282616,-0.1074176334667643,-0.02444024004127989,0.0344645026811322,0.09811289459546285,0.025729496687751874,-0.010215974938824346,-0.017138637772814984,0.02561710995942477,0.005339571387287601,0.0,0.001636694032462592,0.005073274013451507,-0.004503677815840487,0.00403903814397485,-0.0,-0.0,0.0,0.02380254145546774,0.21414178281955426,-0.0035554073709739183,-0.018034013510901697,-0.001704157068276497,0.0,0.0021821917346207496,-0.0222314977626182,-9.505152695037986e-05,-0.0,0.3566593920454724,-1.3359222911803283,0.04184385852657897,-0.04874198375356184,-0.0,0.13563554665320943,-0.003996748480107815
2,0.04416079318020503,-0.0017314837610108264,-0.11783776836978971,-0.02539499898055128,0.0344645026811322,0.08939832563899888,0.02569151504415213,-0.005128786546953027,-0.013949993957677653,0.026453561906638775,0.005356484745619394,0.0,-0.001574926669792736,0.0059352524805291185,-0.004498853660005015,0.0059554315042971775,-0.0,-0.0,0.0,0.02379642321079095,0.21304183174909366,-0.0022201469454554233,-0.021041117641156515,-0.0005896269000121883,0.0,0.0021149604949590823,-0.021617849372877678,-9.372807260338787e-05,-0.0,0.3530874662425054,-1.3077907266529527,0.04184385852657897,-0.04874213276240246,-0.0,0.14105330987666206,-0.009249866505666206
3,0.04405192487944152,-0.0019480776474689711,-0.11163475977120059,-0.024299704728070293,0.0344645026811322,0.0781889205372484,0.02587830053273446,-0.0030259042462607313,-0.015060286362893787,0.026479541841700503,0.005368565715856389,0.0,0.011256747823103012,0.0022751479945094175,-0.004393800176461272,-0.012185085945309468,-0.0,-0.0,0.0,0.023692413051285565,0.21219637288116328,-0.0030299725852406443,-0.02008492608549258,-0.0012737870002894223,0.0,0.00211505354734593,-0.02169886207036846,-9.377650480192634e-05,-0.0,0.3544190622018017,-1.3037479600730113,0.05861172991328391,-0.04869557914410273,-0.0,0.057084430423801936,0.05962115005795419
4,0.04410635902982328,-0.001592447371074016,-0.11176417270529922,-0.024758167176576765,0.0344645026811322,0.07563282202610856,0.024320713378928716,0.007086195788976196,-0.011788744516738135,0.026438491048352473,0.0053552766485956945,0.0,2.1991136424102402e-05,0.00550918032253252,-0.0043833332164310975,-0.024051243102720218,-0.0,-0.0,0.0,0.02383313267885168,0.21605716727732827,-0.0011573733369001497,-0.022810838705175016,0.0003270185560786849,0.0,0.0020707476139018165,-0.02247151635952443,-9.46348731283482e-05,-0.0,0.3556196797389686,-1.3433477244266294,0.05822290970721539,-0.04874206779389914,-0.0,0.1360689874568182,-0.005198102288539008
5,0.043725319977151005,-0.0006063592727103216,-0.11109249501594833,-0.024206145533818026,0.0344645026811322,0.0830717142292306,0.02197716356599644,0.015857968411579347,-0.010939681970298189,0.02656812281558515,0.005361317133714192,0.0,0.0048052324828471,0.004173353966072149,-0.0043378748638640404,0.0018306203059703903,-0.0,-0.0,0.0,0.023741359008699864,0.2074634226513061,-0.0023684845465321777,-0.020484747233805528,-0.0009177904379605947,0.0,0.002272636256217661,-0.022830209768933678,-0.00010093924343021405,-0.0,0.350977663755441,-1.33692888426121,0.04226913062696641,-0.04873370719042134,-0.0,0.11239965452626108,0.017179543108254106
6,0.04356201752600574,-0.0016995951212240448,-0.11652372329215838,-0.023821334905494262,0.0344645026811322,0.07597179721886625,0.02629526831302047,-0.0027023765709374677,-0.016738261738420312,0.026480000990918903,0.005370981909903788,0.0,0.002813698540277107,0.00483183093054251,-0.004405571843259742,-0.004347592572916904,-0.0,-0.0,0.0,0.02364958533854805,0.21904294718381837,-0.002415077294375271,-0.022074923180191493,-0.0005581702218497742,0.0,0.0021809511490641894,-0.02208980592812546,-9.468498070492674e-05,-0.0,0.35135536281001156,-1.2954081837301124,0.04183170789513933,-0.048747994047633116,-0.0,0.1521340691477881,-0.019764334375446974
7,0.04410635902982328,-0.0017771562980190931,-0.11658468800125366,-0.025016139958590967,0.0344645026811322,0.07511448084639763,0.024847591606590485,0.0065139522814642034,-0.014860677792967694,0.026370927435223446,0.00536494142478529,0.0,-0.0015752197397258649,0.005906519366922604,-0.004398488988067726,-0.01377890999653575,-0.0,-0.0,0.0,0.02373524076402308,0.22100915086326717,0.0007384878425955436,-0.027062668644668948,0.001841146454365694,0.0,0.0021375033543806123,-0.022180329617948576,-9.428867210620662e-05,-0.0,0.35482652266642967,-1.3238632831048216,0.05817430718145683,-0.04875281160731984,-0.0,0.1612248017317116,-0.02561123342600601
8,0.04416079318020503,-0.0005606677620722784,-0.11407068075749714,-0.02512344204971251,0.0344645026811322,0.0728802100446221,0.02556677139913718,0.0015107337977075435,-0.01242178639897234,0.026434859640772045,0.005377022395022286,0.0,0.001383861358115282,0.005169784325870826,-0.004469586947081695,-0.031336579929985266,-0.0,-0.0,0.0,0.0235761664024266,0.2153804431523088,-1.3273457948115362e-05,-0.02584467734507656,0.0012528193190610257,0.0,0.0021812418614580225,-0.02225505264292723,-9.667051813039786e-05,-0.0,0.34342856816802575,-1.3610638648605955,0.04180740663226005,-0.04874754397961524,-0.0,0.14730838163563323,-0.015604587734013204
9,0.04388862242829626,-0.00024461008754926003,-0.11231162055237508,-0.024573905040187544,0.0344645026811322,0.06491370560589813,0.021750922118027337,0.025808463675937667,-0.008581995842779497,0.026505587280462647,0.00536494142478529,0.0,0.005878206573689993,0.003866396499920375,-0.0044600989785747525,-0.03898042309431525,-0.0,-0.0,0.0,0.023618994115164115,0.22140654660151665,-0.0013027522334455991,-0.022760357031974814,0.00030883214584642797,0.0,0.00220472380320673,-0.022730235711874148,-9.83635538529653e-05,-0.0,0.3660281185831617,-1.3599125125839862,0.041734502843622207,-0.04872145076527979,-0.0,0.0865023233446102,0.03906244138765236
