sensor,feature,marg_rpm,marg_temp,marg_kappa,cond_rpm,cond_rpm_lo,cond_rpm_hi,cond_temp,cond_temp_lo,cond_temp_hi
US,US_0-10kHz__dominant_frequency,0.1368936927910075,-0.2852635551561449,0.31132594356653415,0.12138645307122595,-0.05456556972121662,0.24079445735129368,-0.4016781522386612,-0.4569200624409973,-0.3421873504300753
US,US_0-10kHz__center_frequency,-0.014194049429972221,0.06114609622480923,-0.05612625125199389,-0.0005001385417076485,-0.06741589851610305,0.07551169174688388,0.06893905441742605,0.047865374546478476,0.15509874663441012
US,US_0-10kHz__spectral_bandwidth,-0.01384822598159256,0.06269884435904603,-0.05686403162583722,-0.00047463147608055854,-0.06758999858269465,0.07636090371952375,0.07113421201902127,0.049844469367283345,0.15729414011974646
US,US_0-10kHz__spectral_skewness,0.013845434551094786,-0.06266463162941346,0.05683871261507327,0.0004441230250363919,-0.07639513220442709,0.06758999858269465,-0.07100257857674903,-0.1571537911648735,-0.04983377430723794
US,US_0-10kHz__spectral_kurtosis,0.013845046608721248,-0.06265935174585645,0.05683483901220475,0.0004441230250363919,-0.07639407403830462,0.06758999858269465,-0.07100257857674903,-0.15712526038230618,-0.04983126796287092
US,US_0-10kHz__spectral_flatness,-0.013755870987979507,0.062430140379999416,-0.056625501294153044,-0.0006911914646399702,-0.06695536837979862,0.07647372534023936,0.07061542652326677,0.04951146421086283,0.15682719721666014
US,US_10-20kHz__rms,0.8799405952359605,-0.04254967499167371,0.6863453603716086,0.8530811675268958,0.7859334626540246,0.9002001166746765,0.08463512991886937,0.01539692073300335,0.21133464395463167
US,US_10-20kHz__skewness,-0.05486081136330508,0.15971372925118307,-0.14334648703000694,-0.04336205505374469,-0.07841429279188554,-0.009145659296971342,0.1746252287145187,0.08057871335190014,0.26242130610171505
US,US_10-20kHz__kurtosis,-0.45584840523303455,-0.028148682045812588,-0.24482609010724962,-0.3744155530165688,-0.4890153065511539,-0.24215132606472978,-0.1309137549548639,-0.49369434140442914,0.05730074898243535
US,US_10-20kHz__crest_factor,-0.5427678709943382,0.009551644197760278,-0.3594396101701165,-0.42342329244447785,-0.5505836210427599,-0.33836897566039803,-0.036722960313359,-0.37031832158439926,0.08870929503547789
