model,model_type,feature_set,mean_rmse,std_rmse,mean_minus_std,n_scores
LightGBM_Combined,LightGBM,Combined,0.10521243746576092,0.020344851389670935,0.08486758607608999,25
LightGBM_AE,LightGBM,AE,0.13403136332369636,0.017695828408077267,0.1163355349156191,25
LightGBM_US,LightGBM,US,0.16564800184481088,0.03719417828042023,0.12845382356439064,25
Polynomial_Combined,Polynomial,Combined,0.1897498060200521,0.04163435237754895,0.14811545364250314,25
ElasticNet_Combined,ElasticNet,Combined,0.19057004688414986,0.04335219565347439,0.14721785123067546,25
Polynomial_AE,Polynomial,AE,0.21544544262264217,0.038093501748091875,0.1773519408745503,25
Polynomial_US,Polynomial,US,0.21592922397215675,0.0552213588475741,0.16070786512458266,25
ElasticNet_US,ElasticNet,US,0.22217632197260812,0.05251369822824924,0.16966262374435886,25
ElasticNet_AE,ElasticNet,AE,0.2230240216006718,0.0454683177373372,0.1775557038633346,25
